,dataset,method,replicate,cd,acc,times,memgb,n,k,ils,seqlen,gtee,ad,gtype
32,avian-sim,QR*,12,18,0,15.45,0.11016,48,1000,0.5X,500,0.5284444444444444,0.5910888888888901,est
33,avian-sim,QR*,13,18,0,16.45,0.11004,48,1000,0.5X,500,0.5291333333333333,0.5898444444444457,est
34,avian-sim,QR*,14,16,0,15.51,0.109872,48,1000,0.5X,500,0.5301555555555562,0.5922888888888904,est
35,avian-sim,QR*,15,16,0,15.1,0.110064,48,1000,0.5X,500,0.5308888888888882,0.5901333333333345,est
36,avian-sim,QR*,16,12,0,38.62,0.110076,48,1000,0.5X,500,0.5326888888888897,0.5878666666666672,est
37,avian-sim,QR*,17,6,0,36.32,0.11014,48,1000,0.5X,500,0.526244444444445,0.5867111111111118,est
38,avian-sim,QR*,18,18,0,41.5,0.110024,48,1000,0.5X,500,0.525888888888889,0.5923555555555567,est
39,avian-sim,QR*,19,20,0,37.4,0.110004,48,1000,0.5X,500,0.5268222222222229,0.5912444444444452,est
40,avian-sim,optimal,0,14,0,1.24,0.039896,48,1000,0.5X,500,0.5306888888888894,0.5921555555555558,est
41,avian-sim,optimal,1,10,0,1.25,0.03872,48,1000,0.5X,500,0.5286666666666676,0.5908222222222227,est
42,avian-sim,optimal,2,8,0,1.23,0.038908,48,1000,0.5X,500,0.5272666666666667,0.5914000000000013,est
43,avian-sim,optimal,3,12,0,1.24,0.039392,48,1000,0.5X,500,0.5272666666666668,0.5927111111111111,est
44,avian-sim,optimal,4,8,0,1.24,0.038812,48,1000,0.5X,500,0.7248444444444435,0.5933777777777797,est
45,avian-sim,optimal,5,12,0,1.23,0.038796,48,1000,0.5X,500,0.7260888888888888,0.5902222222222236,est
46,avian-sim,optimal,6,14,0,1.21,0.03858,48,1000,0.5X,500,0.7235333333333338,0.5925111111111125,est
47,avian-sim,optimal,7,14,0,1.25,0.038508,48,1000,0.5X,500,0.7245999999999991,0.5888666666666676,est
48,avian-sim,optimal,8,6,0,1.24,0.040116,48,1000,0.5X,500,0.7242222222222222,0.5902444444444453,est
49,avian-sim,optimal,9,10,0,1.23,0.039092,48,1000,0.5X,500,0.7255111111111114,0.5887333333333346,est
50,avian-sim,optimal,10,12,0,1.22,0.03948,48,1000,0.5X,500,0.5300444444444454,0.5876444444444461,est
51,avian-sim,optimal,11,22,0,3.1,0.044112,48,1000,0.5X,500,0.531444444444444,0.5922222222222234,est
52,avian-sim,optimal,12,14,0,3.09,0.044872,48,1000,0.5X,500,0.5284444444444444,0.5910888888888901,est
53,avian-sim,optimal,13,10,0,3.06,0.038752,48,1000,0.5X,500,0.5291333333333333,0.5898444444444457,est
54,avian-sim,optimal,14,12,0,3.11,0.038544,48,1000,0.5X,500,0.5301555555555562,0.5922888888888904,est
55,avian-sim,optimal,15,12,0,3.07,0.04138,48,1000,0.5X,500,0.5308888888888882,0.5901333333333345,est
56,avian-sim,optimal,16,10,0,3.08,0.039316,48,1000,0.5X,500,0.5326888888888897,0.5878666666666672,est
57,avian-sim,optimal,17,6,0,3.13,0.039604,48,1000,0.5X,500,0.526244444444445,0.5867111111111118,est
58,avian-sim,optimal,18,14,0,1.24,0.042168,48,1000,0.5X,500,0.525888888888889,0.5923555555555567,est
59,avian-sim,optimal,19,16,0,1.26,0.039596,48,1000,0.5X,500,0.5268222222222229,0.5912444444444452,est
60,avian-sim,QR,0,26,0,16.96,0.10316,48,200,0.5X,500,0.5306888888888894,0.5921555555555558,est
61,avian-sim,QR,1,26,0,16.47,0.102604,48,200,0.5X,500,0.5286666666666676,0.5908222222222227,est
62,avian-sim,QR,2,34,0,16.53,0.102824,48,200,0.5X,500,0.5272666666666667,0.5914000000000013,est
63,avian-sim,QR,3,26,0,17.34,0.102136,48,200,0.5X,500,0.5272666666666668,0.5927111111111111,est
64,avian-sim,QR,4,30,0,18.06,0.105496,48,200,0.5X,500,0.7248444444444435,0.5933777777777797,est
65,avian-sim,QR,5,30,0,17.27,0.102868,48,200,0.5X,500,0.7260888888888888,0.5902222222222236,est
66,avian-sim,QR,6,28,0,17.97,0.102736,48,200,0.5X,500,0.7235333333333338,0.5925111111111125,est
67,avian-sim,QR,7,24,0,16.99,0.102116,48,200,0.5X,500,0.7245999999999991,0.5888666666666676,est
68,avian-sim,QR,8,30,0,17.61,0.102692,48,200,0.5X,500,0.7242222222222222,0.5902444444444453,est
69,avian-sim,QR,9,24,0,17.75,0.102068,48,200,0.5X,500,0.7255111111111114,0.5887333333333346,est
70,avian-sim,QR,10,36,0,18.02,0.102164,48,200,0.5X,500,0.5300444444444454,0.5876444444444461,est
71,avian-sim,QR,11,28,0,16.94,0.103136,48,200,0.5X,500,0.531444444444444,0.5922222222222234,est
72,avian-sim,QR,12,34,0,16.93,0.101864,48,200,0.5X,500,0.5284444444444444,0.5910888888888901,est
73,avian-sim,QR,13,30,0,16.69,0.101716,48,200,0.5X,500,0.5291333333333333,0.5898444444444457,est
74,avian-sim,QR,14,32,0,17.69,0.102248,48,200,0.5X,500,0.5301555555555562,0.5922888888888904,est
75,avian-sim,QR,15,16,0,17.04,0.103124,48,200,0.5X,500,0.5308888888888882,0.5901333333333345,est
76,avian-sim,QR,16,22,0,44.64,0.101692,48,200,0.5X,500,0.5326888888888897,0.5878666666666672,est
77,avian-sim,QR,17,28,0,44.81,0.1019,48,200,0.5X,500,0.526244444444445,0.5867111111111118,est
78,avian-sim,QR,18,32,0,44.19,0.102252,48,200,0.5X,500,0.525888888888889,0.5923555555555567,est
79,avian-sim,QR,19,24,0,45.93,0.102168,48,200,0.5X,500,0.5268222222222229,0.5912444444444452,est
80,avian-sim,QR*,0,30,0,14.3,0.10236,48,200,0.5X,500,0.5306888888888894,0.5921555555555558,est
81,avian-sim,QR*,1,30,0,16.0,0.103276,48,200,0.5X,500,0.5286666666666676,0.5908222222222227,est
82,avian-sim,QR*,2,28,0,14.56,0.102568,48,200,0.5X,500,0.5272666666666667,0.5914000000000013,est
83,avian-sim,QR*,3,22,0,14.32,0.103552,48,200,0.5X,500,0.5272666666666668,0.5927111111111111,est
84,avian-sim,QR*,4,26,0,16.86,0.102276,48,200,0.5X,500,0.7248444444444435,0.5933777777777797,est
85,avian-sim,QR*,5,24,0,15.16,0.102612,48,200,0.5X,500,0.7260888888888888,0.5902222222222236,est
86,avian-sim,QR*,6,26,0,16.84,0.103504,48,200,0.5X,500,0.7235333333333338,0.5925111111111125,est
87,avian-sim,QR*,7,26,0,16.45,0.10412,48,200,0.5X,500,0.7245999999999991,0.5888666666666676,est
88,avian-sim,QR*,8,26,0,16.21,0.102592,48,200,0.5X,500,0.7242222222222222,0.5902444444444453,est
89,avian-sim,QR*,9,16,0,16.22,0.102108,48,200,0.5X,500,0.7255111111111114,0.5887333333333346,est
90,avian-sim,QR*,10,28,0,17.71,0.101836,48,200,0.5X,500,0.5300444444444454,0.5876444444444461,est
91,avian-sim,QR*,11,28,0,15.88,0.1025,48,200,0.5X,500,0.531444444444444,0.5922222222222234,est
92,avian-sim,QR*,12,30,0,16.47,0.102604,48,200,0.5X,500,0.5284444444444444,0.5910888888888901,est
93,avian-sim,QR*,13,30,0,16.25,0.10356,48,200,0.5X,500,0.5291333333333333,0.5898444444444457,est
94,avian-sim,QR*,14,26,0,16.94,0.102808,48,200,0.5X,500,0.5301555555555562,0.5922888888888904,est
95,avian-sim,QR*,15,18,0,16.36,0.10564,48,200,0.5X,500,0.5308888888888882,0.5901333333333345,est
96,avian-sim,QR*,16,30,0,43.04,0.103424,48,200,0.5X,500,0.5326888888888897,0.5878666666666672,est
97,avian-sim,QR*,17,32,0,43.93,0.102112,48,200,0.5X,500,0.526244444444445,0.5867111111111118,est
98,avian-sim,QR*,18,28,0,42.66,0.102732,48,200,0.5X,500,0.525888888888889,0.5923555555555567,est
99,avian-sim,QR*,19,18,0,41.02,0.103516,48,200,0.5X,500,0.5268222222222229,0.5912444444444452,est
100,avian-sim,optimal,0,26,0,1.24,0.038112,48,200,0.5X,500,0.5306888888888894,0.5921555555555558,est
101,avian-sim,optimal,1,26,0,1.23,0.039292,48,200,0.5X,500,0.5286666666666676,0.5908222222222227,est
102,avian-sim,optimal,2,26,0,1.25,0.039268,48,200,0.5X,500,0.5272666666666667,0.5914000000000013,est
103,avian-sim,optimal,3,18,0,1.22,0.04026,48,200,0.5X,500,0.5272666666666668,0.5927111111111111,est
104,avian-sim,optimal,4,22,0,1.24,0.03898,48,200,0.5X,500,0.7248444444444435,0.5933777777777797,est
105,avian-sim,optimal,5,22,0,1.24,0.039488,48,200,0.5X,500,0.7260888888888888,0.5902222222222236,est
106,avian-sim,optimal,6,24,0,1.25,0.040408,48,200,0.5X,500,0.7235333333333338,0.5925111111111125,est
107,avian-sim,optimal,7,16,0,1.24,0.039708,48,200,0.5X,500,0.7245999999999991,0.5888666666666676,est
108,avian-sim,optimal,8,22,0,1.25,0.039652,48,200,0.5X,500,0.7242222222222222,0.5902444444444453,est
109,avian-sim,optimal,9,16,0,1.22,0.039568,48,200,0.5X,500,0.7255111111111114,0.5887333333333346,est
110,avian-sim,optimal,10,22,0,1.22,0.039264,48,200,0.5X,500,0.5300444444444454,0.5876444444444461,est
111,avian-sim,optimal,11,24,0,1.24,0.040144,48,200,0.5X,500,0.531444444444444,0.5922222222222234,est
112,avian-sim,optimal,12,26,0,3.09,0.03896,48,200,0.5X,500,0.5284444444444444,0.5910888888888901,est
113,avian-sim,optimal,13,26,0,3.09,0.039372,48,200,0.5X,500,0.5291333333333333,0.5898444444444457,est
114,avian-sim,optimal,14,24,0,3.08,0.038936,48,200,0.5X,500,0.5301555555555562,0.5922888888888904,est
115,avian-sim,optimal,15,14,0,3.08,0.03942,48,200,0.5X,500,0.5308888888888882,0.5901333333333345,est
116,avian-sim,optimal,16,22,0,3.13,0.0385,48,200,0.5X,500,0.5326888888888897,0.5878666666666672,est
117,avian-sim,optimal,17,22,0,3.2,0.042196,48,200,0.5X,500,0.526244444444445,0.5867111111111118,est
118,avian-sim,optimal,18,24,0,3.1,0.038624,48,200,0.5X,500,0.525888888888889,0.5923555555555567,est
119,avian-sim,optimal,19,16,0,3.11,0.038828,48,200,0.5X,500,0.5268222222222229,0.5912444444444452,est
120,avian-sim,QR,0,40,0,18.3,0.102168,48,50,0.5X,500,0.5306888888888894,0.5921555555555558,est
121,avian-sim,QR,1,36,0,18.27,0.101964,48,50,0.5X,500,0.5286666666666676,0.5908222222222227,est
122,avian-sim,QR,2,42,0,17.16,0.100868,48,50,0.5X,500,0.5272666666666667,0.5914000000000013,est
123,avian-sim,QR,3,42,0,18.31,0.10328,48,50,0.5X,500,0.5272666666666668,0.5927111111111111,est
124,avian-sim,QR,4,38,0,18.24,0.101996,48,50,0.5X,500,0.7248444444444435,0.5933777777777797,est
125,avian-sim,QR,5,34,0,17.23,0.100796,48,50,0.5X,500,0.7260888888888888,0.5902222222222236,est
126,avian-sim,QR,6,28,0,18.44,0.100212,48,50,0.5X,500,0.7235333333333338,0.5925111111111125,est
127,avian-sim,QR,7,30,0,17.74,0.101824,48,50,0.5X,500,0.7245999999999991,0.5888666666666676,est
128,avian-sim,QR,8,28,0,17.62,0.103392,48,50,0.5X,500,0.7242222222222222,0.5902444444444453,est
129,avian-sim,QR,9,44,0,18.3,0.10122,48,50,0.5X,500,0.7255111111111114,0.5887333333333346,est
130,avian-sim,QR,10,36,0,18.14,0.102284,48,50,0.5X,500,0.5300444444444454,0.5876444444444461,est
131,avian-sim,QR,11,42,0,16.7,0.1019,48,50,0.5X,500,0.531444444444444,0.5922222222222234,est
132,avian-sim,QR,12,50,0,17.21,0.100452,48,50,0.5X,500,0.5284444444444444,0.5910888888888901,est
133,avian-sim,QR,13,34,0,18.06,0.100216,48,50,0.5X,500,0.5291333333333333,0.5898444444444457,est
134,avian-sim,QR,14,42,0,17.12,0.102064,48,50,0.5X,500,0.5301555555555562,0.5922888888888904,est
135,avian-sim,QR,15,34,0,17.26,0.100388,48,50,0.5X,500,0.5308888888888882,0.5901333333333345,est
136,avian-sim,QR,16,36,0,48.04,0.100536,48,50,0.5X,500,0.5326888888888897,0.5878666666666672,est
137,avian-sim,QR,17,38,0,46.25,0.100348,48,50,0.5X,500,0.526244444444445,0.5867111111111118,est
138,avian-sim,QR,18,38,0,44.48,0.1021,48,50,0.5X,500,0.525888888888889,0.5923555555555567,est
139,avian-sim,QR,19,36,0,47.07,0.102096,48,50,0.5X,500,0.5268222222222229,0.5912444444444452,est
140,avian-sim,QR*,0,40,0,17.14,0.105388,48,50,0.5X,500,0.5306888888888894,0.5921555555555558,est
141,avian-sim,QR*,1,30,0,18.07,0.10146,48,50,0.5X,500,0.5286666666666676,0.5908222222222227,est
142,avian-sim,QR*,2,44,0,16.55,0.100152,48,50,0.5X,500,0.5272666666666667,0.5914000000000013,est
143,avian-sim,QR*,3,30,0,17.58,0.100048,48,50,0.5X,500,0.5272666666666668,0.5927111111111111,est
144,avian-sim,QR*,4,36,0,16.86,0.103592,48,50,0.5X,500,0.7248444444444435,0.5933777777777797,est
145,avian-sim,QR*,5,32,0,17.24,0.100528,48,50,0.5X,500,0.7260888888888888,0.5902222222222236,est
146,avian-sim,QR*,6,26,0,17.99,0.102184,48,50,0.5X,500,0.7235333333333338,0.5925111111111125,est
147,avian-sim,QR*,7,32,0,17.16,0.101628,48,50,0.5X,500,0.7245999999999991,0.5888666666666676,est
148,avian-sim,QR*,8,28,0,16.16,0.100164,48,50,0.5X,500,0.7242222222222222,0.5902444444444453,est
149,avian-sim,QR*,9,42,0,18.3,0.10074,48,50,0.5X,500,0.7255111111111114,0.5887333333333346,est
150,avian-sim,QR*,10,36,0,16.98,0.100536,48,50,0.5X,500,0.5300444444444454,0.5876444444444461,est
151,avian-sim,QR*,11,34,0,15.35,0.102124,48,50,0.5X,500,0.531444444444444,0.5922222222222234,est
152,avian-sim,QR*,12,48,0,16.59,0.101064,48,50,0.5X,500,0.5284444444444444,0.5910888888888901,est
153,avian-sim,QR*,13,38,0,17.86,0.105476,48,50,0.5X,500,0.5291333333333333,0.5898444444444457,est
154,avian-sim,QR*,14,36,0,16.58,0.100808,48,50,0.5X,500,0.5301555555555562,0.5922888888888904,est
155,avian-sim,QR*,15,30,0,16.3,0.102016,48,50,0.5X,500,0.5308888888888882,0.5901333333333345,est
156,avian-sim,QR*,16,38,0,45.79,0.100976,48,50,0.5X,500,0.5326888888888897,0.5878666666666672,est
157,avian-sim,QR*,17,40,0,43.06,0.102252,48,50,0.5X,500,0.526244444444445,0.5867111111111118,est
158,avian-sim,QR*,18,38,0,43.74,0.101796,48,50,0.5X,500,0.525888888888889,0.5923555555555567,est
159,avian-sim,QR*,19,34,0,43.51,0.101564,48,50,0.5X,500,0.5268222222222229,0.5912444444444452,est
160,avian-sim,optimal,0,32,0,1.26,0.04026,48,50,0.5X,500,0.5306888888888894,0.5921555555555558,est
161,avian-sim,optimal,1,30,0,1.27,0.039816,48,50,0.5X,500,0.5286666666666676,0.5908222222222227,est
162,avian-sim,optimal,2,36,0,1.26,0.038472,48,50,0.5X,500,0.5272666666666667,0.5914000000000013,est
163,avian-sim,optimal,3,24,0,1.25,0.038448,48,50,0.5X,500,0.5272666666666668,0.5927111111111111,est
164,avian-sim,optimal,4,30,0,1.27,0.039336,48,50,0.5X,500,0.7248444444444435,0.5933777777777797,est
165,avian-sim,optimal,5,24,0,1.26,0.03984,48,50,0.5X,500,0.7260888888888888,0.5902222222222236,est
166,avian-sim,optimal,6,22,0,1.25,0.039572,48,50,0.5X,500,0.7235333333333338,0.5925111111111125,est
167,avian-sim,optimal,7,30,0,1.24,0.044092,48,50,0.5X,500,0.7245999999999991,0.5888666666666676,est
168,avian-sim,optimal,8,24,0,1.26,0.03842,48,50,0.5X,500,0.7242222222222222,0.5902444444444453,est
169,avian-sim,optimal,9,36,0,1.24,0.03976,48,50,0.5X,500,0.7255111111111114,0.5887333333333346,est
170,avian-sim,optimal,10,28,0,1.25,0.0462,48,50,0.5X,500,0.5300444444444454,0.5876444444444461,est
171,avian-sim,optimal,11,34,0,1.27,0.04094,48,50,0.5X,500,0.531444444444444,0.5922222222222234,est
172,avian-sim,optimal,12,42,0,3.11,0.040212,48,50,0.5X,500,0.5284444444444444,0.5910888888888901,est
173,avian-sim,optimal,13,28,0,3.13,0.039548,48,50,0.5X,500,0.5291333333333333,0.5898444444444457,est
174,avian-sim,optimal,14,34,0,3.04,0.041612,48,50,0.5X,500,0.5301555555555562,0.5922888888888904,est
175,avian-sim,optimal,15,26,0,3.22,0.040364,48,50,0.5X,500,0.5308888888888882,0.5901333333333345,est
176,avian-sim,optimal,16,30,0,3.12,0.038412,48,50,0.5X,500,0.5326888888888897,0.5878666666666672,est
177,avian-sim,optimal,17,32,0,3.07,0.039416,48,50,0.5X,500,0.526244444444445,0.5867111111111118,est
178,avian-sim,optimal,18,28,0,3.16,0.039276,48,50,0.5X,500,0.525888888888889,0.5923555555555567,est
179,avian-sim,optimal,19,28,0,3.09,0.039792,48,50,0.5X,500,0.5268222222222229,0.5912444444444452,est
180,avian-sim,QR,0,14,0,16.95,0.114,48,1000,1X,1000,0.38917777777777696,0.4729999999999992,est
181,avian-sim,QR,1,16,0,15.9,0.1101,48,1000,1X,1000,0.3909333333333334,0.4757333333333335,est
182,avian-sim,QR,2,14,0,18.49,0.110016,48,1000,1X,1000,0.3866444444444442,0.47335555555555503,est
183,avian-sim,QR,3,10,0,14.69,0.110064,48,1000,1X,1000,0.39055555555555593,0.4705333333333328,est
184,avian-sim,QR,4,6,0,14.03,0.110012,48,1000,1X,1000,0.3897555555555557,0.46977777777777674,est
185,avian-sim,QR,5,16,0,13.47,0.110176,48,1000,1X,1000,0.3854444444444439,0.47102222222222084,est
186,avian-sim,QR,6,14,0,16.49,0.109912,48,1000,1X,1000,0.39077777777777756,0.47499999999999903,est
187,avian-sim,QR,7,10,0,15.42,0.111128,48,1000,1X,1000,0.38688888888888906,0.4713777777777769,est
188,avian-sim,QR,8,16,0,14.71,0.110216,48,1000,1X,1000,0.39297777777777737,0.4736444444444437,est
189,avian-sim,QR,9,12,0,15.66,0.114024,48,1000,1X,1000,0.388711111111111,0.4733555555555553,est
190,avian-sim,QR,10,12,0,15.52,0.110564,48,1000,1X,1000,0.39080000000000015,0.47102222222222195,est
191,avian-sim,QR,11,18,0,15.24,0.111084,48,1000,1X,1000,0.3887555555555552,0.4714444444444432,est
192,avian-sim,QR,12,12,0,15.09,0.110964,48,1000,1X,1000,0.3915555555555553,0.47468888888888844,est
193,avian-sim,QR,13,12,0,16.44,0.110024,48,1000,1X,1000,0.3916222222222222,0.47155555555555456,est
194,avian-sim,QR,14,16,0,15.54,0.111908,48,1000,1X,1000,0.3883999999999992,0.4740222222222219,est
195,avian-sim,QR,15,8,0,14.07,0.110856,48,1000,1X,1000,0.3923555555555553,0.4748666666666651,est
196,avian-sim,QR,16,12,0,40.66,0.110048,48,1000,1X,1000,0.3992888888888885,0.47735555555555553,est
197,avian-sim,QR,17,12,0,41.66,0.11,48,1000,1X,1000,0.3888222222222222,0.4755777777777766,est
198,avian-sim,QR,18,16,0,42.51,0.113092,48,1000,1X,1000,0.3927999999999999,0.4721999999999998,est
199,avian-sim,QR,19,10,0,40.51,0.114144,48,1000,1X,1000,0.3942888888888892,0.4709555555555538,est
200,avian-sim,QR*,0,12,0,15.19,0.109988,48,1000,1X,1000,0.38917777777777696,0.4729999999999992,est
201,avian-sim,QR*,1,10,0,13.78,0.110064,48,1000,1X,1000,0.3909333333333334,0.4757333333333335,est
202,avian-sim,QR*,2,12,0,15.55,0.110064,48,1000,1X,1000,0.3866444444444442,0.47335555555555503,est
203,avian-sim,QR*,3,10,0,13.15,0.111688,48,1000,1X,1000,0.39055555555555593,0.4705333333333328,est
204,avian-sim,QR*,4,10,0,12.74,0.11,48,1000,1X,1000,0.3897555555555557,0.46977777777777674,est
205,avian-sim,QR*,5,10,0,14.64,0.111824,48,1000,1X,1000,0.3854444444444439,0.47102222222222084,est
206,avian-sim,QR*,6,12,0,14.99,0.110644,48,1000,1X,1000,0.39077777777777756,0.47499999999999903,est
207,avian-sim,QR*,7,8,0,12.73,0.110008,48,1000,1X,1000,0.38688888888888906,0.4713777777777769,est
208,avian-sim,QR*,8,10,0,14.23,0.110148,48,1000,1X,1000,0.39297777777777737,0.4736444444444437,est
209,avian-sim,QR*,9,10,0,13.52,0.11014,48,1000,1X,1000,0.388711111111111,0.4733555555555553,est
210,avian-sim,QR*,10,6,0,12.42,0.109804,48,1000,1X,1000,0.39080000000000015,0.47102222222222195,est
211,avian-sim,QR*,11,12,0,13.1,0.110568,48,1000,1X,1000,0.3887555555555552,0.4714444444444432,est
212,avian-sim,QR*,12,6,0,12.74,0.110004,48,1000,1X,1000,0.3915555555555553,0.47468888888888844,est
213,avian-sim,QR*,13,6,0,14.84,0.11004,48,1000,1X,1000,0.3916222222222222,0.47155555555555456,est
214,avian-sim,QR*,14,10,0,14.95,0.110048,48,1000,1X,1000,0.3883999999999992,0.4740222222222219,est
215,avian-sim,QR*,15,6,0,13.09,0.113756,48,1000,1X,1000,0.3923555555555553,0.4748666666666651,est
216,avian-sim,QR*,16,4,0,37.53,0.110076,48,1000,1X,1000,0.3992888888888885,0.47735555555555553,est
217,avian-sim,QR*,17,6,0,35.76,0.1101,48,1000,1X,1000,0.3888222222222222,0.4755777777777766,est
218,avian-sim,QR*,18,14,0,40.55,0.110208,48,1000,1X,1000,0.3927999999999999,0.4721999999999998,est
219,avian-sim,QR*,19,4,0,35.71,0.110164,48,1000,1X,1000,0.3942888888888892,0.4709555555555538,est
220,avian-sim,optimal,0,6,0,1.24,0.038332,48,1000,1X,1000,0.38917777777777696,0.4729999999999992,est
221,avian-sim,optimal,1,8,0,1.26,0.038364,48,1000,1X,1000,0.3909333333333334,0.4757333333333335,est
222,avian-sim,optimal,2,6,0,1.23,0.039548,48,1000,1X,1000,0.3866444444444442,0.47335555555555503,est
223,avian-sim,optimal,3,4,0,1.24,0.039608,48,1000,1X,1000,0.39055555555555593,0.4705333333333328,est
224,avian-sim,optimal,4,4,0,1.22,0.039852,48,1000,1X,1000,0.3897555555555557,0.46977777777777674,est
225,avian-sim,optimal,5,8,0,1.24,0.03976,48,1000,1X,1000,0.3854444444444439,0.47102222222222084,est
226,avian-sim,optimal,6,2,0,1.24,0.03872,48,1000,1X,1000,0.39077777777777756,0.47499999999999903,est
227,avian-sim,optimal,7,2,0,1.25,0.03932,48,1000,1X,1000,0.38688888888888906,0.4713777777777769,est
228,avian-sim,optimal,8,8,0,1.24,0.039332,48,1000,1X,1000,0.39297777777777737,0.4736444444444437,est
229,avian-sim,optimal,9,4,0,1.24,0.042128,48,1000,1X,1000,0.388711111111111,0.4733555555555553,est
230,avian-sim,optimal,10,4,0,1.25,0.038724,48,1000,1X,1000,0.39080000000000015,0.47102222222222195,est
231,avian-sim,optimal,11,10,0,3.11,0.038456,48,1000,1X,1000,0.3887555555555552,0.4714444444444432,est
232,avian-sim,optimal,12,4,0,3.09,0.038796,48,1000,1X,1000,0.3915555555555553,0.47468888888888844,est
233,avian-sim,optimal,13,4,0,3.09,0.0392,48,1000,1X,1000,0.3916222222222222,0.47155555555555456,est
234,avian-sim,optimal,14,8,0,3.13,0.039824,48,1000,1X,1000,0.3883999999999992,0.4740222222222219,est
235,avian-sim,optimal,15,0,1,3.09,0.038656,48,1000,1X,1000,0.3923555555555553,0.4748666666666651,est
236,avian-sim,optimal,16,4,0,3.09,0.039512,48,1000,1X,1000,0.3992888888888885,0.47735555555555553,est
237,avian-sim,optimal,17,4,0,3.1,0.039656,48,1000,1X,1000,0.3888222222222222,0.4755777777777766,est
238,avian-sim,optimal,18,8,0,1.27,0.03946,48,1000,1X,1000,0.3927999999999999,0.4721999999999998,est
239,avian-sim,optimal,19,2,0,1.27,0.039524,48,1000,1X,1000,0.3942888888888892,0.4709555555555538,est
