,dataset,method,replicate,cd,acc,times,memgb,n,k,height,speciation,gtee,ad,gtype
0,ASTRAL-II,QR,0,0,1,11.52,0.049976,11,1000,2000000,1e-06,0,0.183,est
1,ASTRAL-II,QR,1,6,0,13.37,0.048392,11,1000,2000000,1e-06,0,0.158375,est
2,ASTRAL-II,QR,2,0,1,2.08,0.049692,11,1000,2000000,1e-06,0,0.212625,est
3,ASTRAL-II,QR,3,0,1,1.98,0.047756,11,1000,2000000,1e-06,0,0.151,est
4,ASTRAL-II,QR,4,6,0,2.01,0.048228,11,1000,2000000,1e-06,0,0.161625,est
5,ASTRAL-II,QR,5,6,0,2.11,0.047368,11,1000,2000000,1e-06,0,0.180375,est
6,ASTRAL-II,QR,6,8,0,1.97,0.052284,11,1000,2000000,1e-06,0,0.107375,est
7,ASTRAL-II,QR,7,4,0,1.95,0.050192,11,1000,2000000,1e-06,0,0.243875,est
8,ASTRAL-II,QR,8,0,1,2.33,0.046924,11,1000,2000000,1e-06,0,0.164625,est
9,ASTRAL-II,QR,9,2,0,1.93,0.048592,11,1000,2000000,1e-06,0,0.27825,est
10,ASTRAL-II,QR,10,2,0,2.03,0.047612,11,1000,2000000,1e-06,0,0.24025,est
11,ASTRAL-II,QR,11,0,1,1.93,0.049672,11,1000,2000000,1e-06,0,0.17625,est
12,ASTRAL-II,QR,12,4,0,2.08,0.05308,11,1000,2000000,1e-06,0,0.27525,est
13,ASTRAL-II,QR,13,8,0,2.1,0.047056,11,1000,2000000,1e-06,0,0.215875,est
14,ASTRAL-II,QR,14,8,0,2.04,0.053212,11,1000,2000000,1e-06,0,0.09225,est
15,ASTRAL-II,QR,15,10,0,2.43,0.04922,11,1000,2000000,1e-06,0,0.137125,est
16,ASTRAL-II,QR,16,8,0,2.1,0.047628,11,1000,2000000,1e-06,0,0.195,est
17,ASTRAL-II,QR,17,0,1,1.8,0.052508,11,1000,2000000,1e-06,0,0.139625,est
18,ASTRAL-II,QR,18,8,0,2.01,0.051388,11,1000,2000000,1e-06,0,0.131375,est
19,ASTRAL-II,QR,19,0,1,2.0,0.047944,11,1000,2000000,1e-06,0,0.263,est
20,ASTRAL-II,QR,20,2,0,1.74,0.047656,11,1000,2000000,1e-06,0,0.20825,est
21,ASTRAL-II,QR,21,2,0,2.02,0.049416,11,1000,2000000,1e-06,0,0.126,est
22,ASTRAL-II,QR,22,8,0,2.16,0.049252,11,1000,2000000,1e-06,0,0.126125,est
23,ASTRAL-II,QR,23,0,1,1.61,0.050216,11,1000,2000000,1e-06,0,0.23925,est
24,ASTRAL-II,QR,24,8,0,2.12,0.048684,11,1000,2000000,1e-06,0,0.18175,est
25,ASTRAL-II,QR,25,4,0,1.98,0.04726,11,1000,2000000,1e-06,0,0.179625,est
26,ASTRAL-II,QR,26,6,0,1.91,0.05062,11,1000,2000000,1e-06,0,0.123875,est
27,ASTRAL-II,QR,27,2,0,1.7,0.047856,11,1000,2000000,1e-06,0,0.120375,est
28,ASTRAL-II,QR,28,6,0,1.95,0.048288,11,1000,2000000,1e-06,0,0.0835,est
29,ASTRAL-II,QR,29,4,0,1.94,0.048468,11,1000,2000000,1e-06,0,0.15625,est
30,ASTRAL-II,QR,30,8,0,1.86,0.048004,11,1000,2000000,1e-06,0,0.21575,est
31,ASTRAL-II,QR,31,10,0,1.85,0.048096,11,1000,2000000,1e-06,0,0.14475,est
32,ASTRAL-II,QR,32,0,1,1.89,0.048148,11,1000,2000000,1e-06,0,0.0985,est
33,ASTRAL-II,QR,33,2,0,1.86,0.049232,11,1000,2000000,1e-06,0,0.12125,est
34,ASTRAL-II,QR,34,10,0,1.78,0.048604,11,1000,2000000,1e-06,0,0.108625,est
35,ASTRAL-II,QR,35,8,0,2.03,0.049952,11,1000,2000000,1e-06,0,0.061,est
36,ASTRAL-II,QR,36,8,0,1.88,0.048528,11,1000,2000000,1e-06,0,0.13725,est
37,ASTRAL-II,QR,37,8,0,2.02,0.04872,11,1000,2000000,1e-06,0,0.27375,est
38,ASTRAL-II,QR,38,2,0,1.94,0.05122,11,1000,2000000,1e-06,0,0.22675,est
39,ASTRAL-II,QR,39,10,0,2.18,0.048836,11,1000,2000000,1e-06,0,0.189625,est
40,ASTRAL-II,QR,40,8,0,11.35,0.053044,11,1000,2000000,1e-06,0,0.249625,est
41,ASTRAL-II,QR,41,8,0,12.48,0.048172,11,1000,2000000,1e-06,0,0.133,est
42,ASTRAL-II,QR,42,2,0,1.58,0.047728,11,1000,2000000,1e-06,0,0.151375,est
43,ASTRAL-II,QR,43,8,0,1.92,0.049008,11,1000,2000000,1e-06,0,0.179625,est
44,ASTRAL-II,QR,44,2,0,3.06,0.051372,11,1000,2000000,1e-06,0,0.200875,est
45,ASTRAL-II,QR,45,6,0,1.78,0.049316,11,1000,2000000,1e-06,0,0.158,est
46,ASTRAL-II,QR,46,8,0,1.9,0.048876,11,1000,2000000,1e-06,0,0.1885,est
47,ASTRAL-II,QR,47,6,0,1.8,0.049948,11,1000,2000000,1e-06,0,0.150125,est
48,ASTRAL-II,QR,48,0,1,1.91,0.053476,11,1000,2000000,1e-06,0,0.294,est
49,ASTRAL-II,QR,49,6,0,1.86,0.047948,11,1000,2000000,1e-06,0,0.097125,est
50,ASTRAL-II,QR*,0,0,1,1.89,0.049212,11,1000,2000000,1e-06,0,0.183,est
51,ASTRAL-II,QR*,1,0,1,1.91,0.049248,11,1000,2000000,1e-06,0,0.158375,est
52,ASTRAL-II,QR*,2,6,0,1.86,0.04876,11,1000,2000000,1e-06,0,0.212625,est
53,ASTRAL-II,QR*,3,6,0,1.87,0.047928,11,1000,2000000,1e-06,0,0.151,est
54,ASTRAL-II,QR*,4,0,1,1.83,0.048872,11,1000,2000000,1e-06,0,0.161625,est
55,ASTRAL-II,QR*,5,0,1,1.79,0.04694,11,1000,2000000,1e-06,0,0.180375,est
56,ASTRAL-II,QR*,6,0,1,1.77,0.052532,11,1000,2000000,1e-06,0,0.107375,est
57,ASTRAL-II,QR*,7,0,1,1.69,0.048916,11,1000,2000000,1e-06,0,0.243875,est
58,ASTRAL-II,QR*,8,0,1,2.1,0.048348,11,1000,2000000,1e-06,0,0.164625,est
59,ASTRAL-II,QR*,9,2,0,2.01,0.047916,11,1000,2000000,1e-06,0,0.27825,est
60,ASTRAL-II,QR*,10,8,0,1.86,0.047932,11,1000,2000000,1e-06,0,0.24025,est
61,ASTRAL-II,QR*,11,2,0,1.87,0.048724,11,1000,2000000,1e-06,0,0.17625,est
62,ASTRAL-II,QR*,12,4,0,2.01,0.048164,11,1000,2000000,1e-06,0,0.27525,est
63,ASTRAL-II,QR*,13,2,0,2.0,0.047564,11,1000,2000000,1e-06,0,0.215875,est
64,ASTRAL-II,QR*,14,0,1,2.02,0.047152,11,1000,2000000,1e-06,0,0.09225,est
65,ASTRAL-II,QR*,15,0,1,1.82,0.048532,11,1000,2000000,1e-06,0,0.137125,est
66,ASTRAL-II,QR*,16,0,1,2.11,0.048292,11,1000,2000000,1e-06,0,0.195,est
67,ASTRAL-II,QR*,17,0,1,1.57,0.047616,11,1000,2000000,1e-06,0,0.139625,est
68,ASTRAL-II,QR*,18,0,1,1.77,0.04902,11,1000,2000000,1e-06,0,0.131375,est
69,ASTRAL-II,QR*,19,4,0,1.74,0.04836,11,1000,2000000,1e-06,0,0.263,est
70,ASTRAL-II,QR*,20,6,0,1.99,0.049568,11,1000,2000000,1e-06,0,0.20825,est
71,ASTRAL-II,QR*,21,2,0,1.85,0.047532,11,1000,2000000,1e-06,0,0.126,est
72,ASTRAL-II,QR*,22,4,0,1.94,0.048232,11,1000,2000000,1e-06,0,0.126125,est
73,ASTRAL-II,QR*,23,2,0,1.72,0.049248,11,1000,2000000,1e-06,0,0.23925,est
74,ASTRAL-II,QR*,24,0,1,1.9,0.047508,11,1000,2000000,1e-06,0,0.18175,est
75,ASTRAL-II,QR*,25,0,1,1.84,0.048936,11,1000,2000000,1e-06,0,0.179625,est
76,ASTRAL-II,QR*,26,4,0,1.9,0.0493,11,1000,2000000,1e-06,0,0.123875,est
77,ASTRAL-II,QR*,27,2,0,1.86,0.048344,11,1000,2000000,1e-06,0,0.120375,est
78,ASTRAL-II,QR*,28,4,0,1.89,0.048196,11,1000,2000000,1e-06,0,0.0835,est
79,ASTRAL-II,QR*,29,2,0,4.83,0.047036,11,1000,2000000,1e-06,0,0.15625,est
80,ASTRAL-II,QR*,30,4,0,2.3,0.047432,11,1000,2000000,1e-06,0,0.21575,est
81,ASTRAL-II,QR*,31,6,0,2.04,0.051644,11,1000,2000000,1e-06,0,0.14475,est
82,ASTRAL-II,QR*,32,0,1,1.88,0.047616,11,1000,2000000,1e-06,0,0.0985,est
83,ASTRAL-II,QR*,33,2,0,1.91,0.048764,11,1000,2000000,1e-06,0,0.12125,est
84,ASTRAL-II,QR*,34,0,1,1.86,0.04844,11,1000,2000000,1e-06,0,0.108625,est
85,ASTRAL-II,QR*,35,0,1,1.79,0.047332,11,1000,2000000,1e-06,0,0.061,est
86,ASTRAL-II,QR*,36,0,1,1.82,0.047988,11,1000,2000000,1e-06,0,0.13725,est
87,ASTRAL-II,QR*,37,6,0,1.99,0.049252,11,1000,2000000,1e-06,0,0.27375,est
88,ASTRAL-II,QR*,38,2,0,1.78,0.047496,11,1000,2000000,1e-06,0,0.22675,est
89,ASTRAL-II,QR*,39,0,1,1.85,0.048676,11,1000,2000000,1e-06,0,0.189625,est
90,ASTRAL-II,QR*,40,8,0,1.92,0.048988,11,1000,2000000,1e-06,0,0.249625,est
91,ASTRAL-II,QR*,41,0,1,1.82,0.049096,11,1000,2000000,1e-06,0,0.133,est
92,ASTRAL-II,QR*,42,2,0,1.81,0.048624,11,1000,2000000,1e-06,0,0.151375,est
93,ASTRAL-II,QR*,43,6,0,1.78,0.053512,11,1000,2000000,1e-06,0,0.179625,est
94,ASTRAL-II,QR*,44,2,0,1.78,0.047896,11,1000,2000000,1e-06,0,0.200875,est
95,ASTRAL-II,QR*,45,0,1,2.0,0.050948,11,1000,2000000,1e-06,0,0.158,est
96,ASTRAL-II,QR*,46,2,0,2.17,0.047968,11,1000,2000000,1e-06,0,0.1885,est
97,ASTRAL-II,QR*,47,0,1,2.12,0.048892,11,1000,2000000,1e-06,0,0.150125,est
98,ASTRAL-II,QR*,48,0,1,12.82,0.048404,11,1000,2000000,1e-06,0,0.294,est
99,ASTRAL-II,QR*,49,0,1,2.05,0.049888,11,1000,2000000,1e-06,0,0.097125,est
100,ASTRAL-II,QR,0,6,0,1.67,0.046456,11,200,2000000,1e-06,0,0.183,est
101,ASTRAL-II,QR,1,4,0,1.7,0.046776,11,200,2000000,1e-06,0,0.158375,est
102,ASTRAL-II,QR,2,8,0,2.07,0.048304,11,200,2000000,1e-06,0,0.212625,est
103,ASTRAL-II,QR,3,6,0,1.76,0.046816,11,200,2000000,1e-06,0,0.151,est
104,ASTRAL-II,QR,4,10,0,2.03,0.05108,11,200,2000000,1e-06,0,0.161625,est
105,ASTRAL-II,QR,5,6,0,1.8,0.047372,11,200,2000000,1e-06,0,0.180375,est
106,ASTRAL-II,QR,6,8,0,1.93,0.045952,11,200,2000000,1e-06,0,0.107375,est
107,ASTRAL-II,QR,7,4,0,1.81,0.046184,11,200,2000000,1e-06,0,0.243875,est
108,ASTRAL-II,QR,8,4,0,1.79,0.047584,11,200,2000000,1e-06,0,0.164625,est
109,ASTRAL-II,QR,9,10,0,1.91,0.047184,11,200,2000000,1e-06,0,0.27825,est
110,ASTRAL-II,QR,10,4,0,1.83,0.046828,11,200,2000000,1e-06,0,0.24025,est
111,ASTRAL-II,QR,11,0,1,1.71,0.04538,11,200,2000000,1e-06,0,0.17625,est
112,ASTRAL-II,QR,12,4,0,2.02,0.045892,11,200,2000000,1e-06,0,0.27525,est
113,ASTRAL-II,QR,13,8,0,1.8,0.047644,11,200,2000000,1e-06,0,0.215875,est
114,ASTRAL-II,QR,14,8,0,1.87,0.045504,11,200,2000000,1e-06,0,0.09225,est
115,ASTRAL-II,QR,15,4,0,1.76,0.045928,11,200,2000000,1e-06,0,0.137125,est
116,ASTRAL-II,QR,16,8,0,1.63,0.047848,11,200,2000000,1e-06,0,0.195,est
117,ASTRAL-II,QR,17,2,0,1.47,0.0493,11,200,2000000,1e-06,0,0.139625,est
118,ASTRAL-II,QR,18,8,0,1.59,0.048028,11,200,2000000,1e-06,0,0.131375,est
119,ASTRAL-II,QR,19,8,0,1.66,0.047152,11,200,2000000,1e-06,0,0.263,est
120,ASTRAL-II,QR,20,10,0,1.58,0.045884,11,200,2000000,1e-06,0,0.20825,est
121,ASTRAL-II,QR,21,2,0,1.71,0.04702,11,200,2000000,1e-06,0,0.126,est
122,ASTRAL-II,QR,22,8,0,1.63,0.046604,11,200,2000000,1e-06,0,0.126125,est
123,ASTRAL-II,QR,23,4,0,1.98,0.047648,11,200,2000000,1e-06,0,0.23925,est
124,ASTRAL-II,QR,24,8,0,2.04,0.045332,11,200,2000000,1e-06,0,0.18175,est
125,ASTRAL-II,QR,25,10,0,2.01,0.046248,11,200,2000000,1e-06,0,0.179625,est
126,ASTRAL-II,QR,26,10,0,1.99,0.053568,11,200,2000000,1e-06,0,0.123875,est
127,ASTRAL-II,QR,27,0,1,1.96,0.047216,11,200,2000000,1e-06,0,0.120375,est
128,ASTRAL-II,QR,28,4,0,1.91,0.045688,11,200,2000000,1e-06,0,0.0835,est
129,ASTRAL-II,QR,29,0,1,1.83,0.044924,11,200,2000000,1e-06,0,0.15625,est
130,ASTRAL-II,QR,30,8,0,1.77,0.047076,11,200,2000000,1e-06,0,0.21575,est
131,ASTRAL-II,QR,31,10,0,1.85,0.047108,11,200,2000000,1e-06,0,0.14475,est
132,ASTRAL-II,QR,32,8,0,1.87,0.047,11,200,2000000,1e-06,0,0.0985,est
133,ASTRAL-II,QR,33,0,1,1.54,0.051756,11,200,2000000,1e-06,0,0.12125,est
134,ASTRAL-II,QR,34,8,0,1.88,0.048804,11,200,2000000,1e-06,0,0.108625,est
135,ASTRAL-II,QR,35,8,0,1.92,0.052268,11,200,2000000,1e-06,0,0.061,est
136,ASTRAL-II,QR,36,8,0,1.68,0.047324,11,200,2000000,1e-06,0,0.13725,est
137,ASTRAL-II,QR,37,8,0,1.7,0.046852,11,200,2000000,1e-06,0,0.27375,est
138,ASTRAL-II,QR,38,10,0,2.05,0.047324,11,200,2000000,1e-06,0,0.22675,est
139,ASTRAL-II,QR,39,10,0,1.67,0.047288,11,200,2000000,1e-06,0,0.189625,est
140,ASTRAL-II,QR,40,4,0,1.91,0.046544,11,200,2000000,1e-06,0,0.249625,est
141,ASTRAL-II,QR,41,8,0,1.52,0.050704,11,200,2000000,1e-06,0,0.133,est
142,ASTRAL-II,QR,42,8,0,1.7,0.0463,11,200,2000000,1e-06,0,0.151375,est
143,ASTRAL-II,QR,43,8,0,1.58,0.045512,11,200,2000000,1e-06,0,0.179625,est
144,ASTRAL-II,QR,44,8,0,1.73,0.047088,11,200,2000000,1e-06,0,0.200875,est
145,ASTRAL-II,QR,45,6,0,1.85,0.04506,11,200,2000000,1e-06,0,0.158,est
146,ASTRAL-II,QR,46,0,1,2.19,0.046484,11,200,2000000,1e-06,0,0.1885,est
147,ASTRAL-II,QR,47,6,0,1.85,0.047136,11,200,2000000,1e-06,0,0.150125,est
148,ASTRAL-II,QR,48,4,0,1.9,0.047604,11,200,2000000,1e-06,0,0.294,est
149,ASTRAL-II,QR,49,8,0,1.77,0.04556,11,200,2000000,1e-06,0,0.097125,est
150,ASTRAL-II,QR*,0,0,1,1.97,0.046996,11,200,2000000,1e-06,0,0.183,est
151,ASTRAL-II,QR*,1,4,0,2.08,0.048348,11,200,2000000,1e-06,0,0.158375,est
152,ASTRAL-II,QR*,2,6,0,2.02,0.046596,11,200,2000000,1e-06,0,0.212625,est
153,ASTRAL-II,QR*,3,0,1,2.21,0.045376,11,200,2000000,1e-06,0,0.151,est
154,ASTRAL-II,QR*,4,0,1,1.96,0.045736,11,200,2000000,1e-06,0,0.161625,est
155,ASTRAL-II,QR*,5,4,0,2.0,0.046756,11,200,2000000,1e-06,0,0.180375,est
156,ASTRAL-II,QR*,6,6,0,1.75,0.04504,11,200,2000000,1e-06,0,0.107375,est
157,ASTRAL-II,QR*,7,4,0,1.73,0.04694,11,200,2000000,1e-06,0,0.243875,est
158,ASTRAL-II,QR*,8,0,1,1.5,0.046472,11,200,2000000,1e-06,0,0.164625,est
159,ASTRAL-II,QR*,9,10,0,1.72,0.054152,11,200,2000000,1e-06,0,0.27825,est
160,ASTRAL-II,QR*,10,4,0,4.9,0.053484,11,200,2000000,1e-06,0,0.24025,est
161,ASTRAL-II,QR*,11,2,0,1.91,0.045684,11,200,2000000,1e-06,0,0.17625,est
162,ASTRAL-II,QR*,12,4,0,1.58,0.047584,11,200,2000000,1e-06,0,0.27525,est
163,ASTRAL-II,QR*,13,2,0,1.59,0.047696,11,200,2000000,1e-06,0,0.215875,est
164,ASTRAL-II,QR*,14,4,0,1.78,0.045592,11,200,2000000,1e-06,0,0.09225,est
165,ASTRAL-II,QR*,15,6,0,12.5,0.047488,11,200,2000000,1e-06,0,0.137125,est
166,ASTRAL-II,QR*,16,4,0,12.48,0.046092,11,200,2000000,1e-06,0,0.195,est
167,ASTRAL-II,QR*,17,6,0,1.64,0.04568,11,200,2000000,1e-06,0,0.139625,est
168,ASTRAL-II,QR*,18,0,1,1.73,0.04622,11,200,2000000,1e-06,0,0.131375,est
169,ASTRAL-II,QR*,19,4,0,2.01,0.0459,11,200,2000000,1e-06,0,0.263,est
170,ASTRAL-II,QR*,20,6,0,1.94,0.047728,11,200,2000000,1e-06,0,0.20825,est
171,ASTRAL-II,QR*,21,2,0,1.62,0.046944,11,200,2000000,1e-06,0,0.126,est
172,ASTRAL-II,QR*,22,6,0,1.82,0.046804,11,200,2000000,1e-06,0,0.126125,est
173,ASTRAL-II,QR*,23,4,0,1.57,0.048348,11,200,2000000,1e-06,0,0.23925,est
174,ASTRAL-II,QR*,24,2,0,1.82,0.046964,11,200,2000000,1e-06,0,0.18175,est
175,ASTRAL-II,QR*,25,4,0,1.99,0.047316,11,200,2000000,1e-06,0,0.179625,est
176,ASTRAL-II,QR*,26,8,0,1.79,0.049108,11,200,2000000,1e-06,0,0.123875,est
177,ASTRAL-II,QR*,27,8,0,1.84,0.04602,11,200,2000000,1e-06,0,0.120375,est
178,ASTRAL-II,QR*,28,6,0,1.83,0.046568,11,200,2000000,1e-06,0,0.0835,est
179,ASTRAL-II,QR*,29,2,0,1.69,0.047608,11,200,2000000,1e-06,0,0.15625,est
180,ASTRAL-II,QR*,30,4,0,1.81,0.045864,11,200,2000000,1e-06,0,0.21575,est
181,ASTRAL-II,QR*,31,6,0,1.82,0.047224,11,200,2000000,1e-06,0,0.14475,est
182,ASTRAL-II,QR*,32,0,1,1.75,0.04712,11,200,2000000,1e-06,0,0.0985,est
183,ASTRAL-II,QR*,33,0,1,1.66,0.045972,11,200,2000000,1e-06,0,0.12125,est
184,ASTRAL-II,QR*,34,4,0,1.75,0.046008,11,200,2000000,1e-06,0,0.108625,est
185,ASTRAL-II,QR*,35,0,1,1.74,0.045192,11,200,2000000,1e-06,0,0.061,est
186,ASTRAL-II,QR*,36,6,0,1.78,0.047952,11,200,2000000,1e-06,0,0.13725,est
187,ASTRAL-II,QR*,37,6,0,1.8,0.045676,11,200,2000000,1e-06,0,0.27375,est
188,ASTRAL-II,QR*,38,10,0,1.91,0.047932,11,200,2000000,1e-06,0,0.22675,est
189,ASTRAL-II,QR*,39,0,1,1.93,0.045556,11,200,2000000,1e-06,0,0.189625,est
190,ASTRAL-II,QR*,40,6,0,1.59,0.046944,11,200,2000000,1e-06,0,0.249625,est
191,ASTRAL-II,QR*,41,0,1,1.66,0.047104,11,200,2000000,1e-06,0,0.133,est
192,ASTRAL-II,QR*,42,8,0,1.56,0.046796,11,200,2000000,1e-06,0,0.151375,est
193,ASTRAL-II,QR*,43,6,0,1.77,0.047872,11,200,2000000,1e-06,0,0.179625,est
194,ASTRAL-II,QR*,44,4,0,1.64,0.0469,11,200,2000000,1e-06,0,0.200875,est
195,ASTRAL-II,QR*,45,8,0,1.55,0.046556,11,200,2000000,1e-06,0,0.158,est
196,ASTRAL-II,QR*,46,6,0,1.59,0.049872,11,200,2000000,1e-06,0,0.1885,est
197,ASTRAL-II,QR*,47,4,0,1.74,0.046972,11,200,2000000,1e-06,0,0.150125,est
198,ASTRAL-II,QR*,48,4,0,1.61,0.049624,11,200,2000000,1e-06,0,0.294,est
199,ASTRAL-II,QR*,49,6,0,1.6,0.046652,11,200,2000000,1e-06,0,0.097125,est
200,ASTRAL-II,QR,0,6,0,3.39,0.047684,11,50,2000000,1e-06,0,0.183,est
201,ASTRAL-II,QR,1,6,0,3.0,0.047008,11,50,2000000,1e-06,0,0.158375,est
202,ASTRAL-II,QR,2,2,0,2.92,0.04606,11,50,2000000,1e-06,0,0.212625,est
203,ASTRAL-II,QR,3,6,0,1.87,0.048224,11,50,2000000,1e-06,0,0.151,est
204,ASTRAL-II,QR,4,6,0,1.82,0.046816,11,50,2000000,1e-06,0,0.161625,est
205,ASTRAL-II,QR,5,6,0,1.8,0.048592,11,50,2000000,1e-06,0,0.180375,est
206,ASTRAL-II,QR,6,6,0,1.94,0.044924,11,50,2000000,1e-06,0,0.107375,est
207,ASTRAL-II,QR,7,4,0,1.88,0.045956,11,50,2000000,1e-06,0,0.243875,est
208,ASTRAL-II,QR,8,2,0,1.92,0.049344,11,50,2000000,1e-06,0,0.164625,est
209,ASTRAL-II,QR,9,10,0,1.82,0.046468,11,50,2000000,1e-06,0,0.27825,est
210,ASTRAL-II,QR,10,2,0,1.86,0.05182,11,50,2000000,1e-06,0,0.24025,est
211,ASTRAL-II,QR,11,2,0,1.66,0.045928,11,50,2000000,1e-06,0,0.17625,est
212,ASTRAL-II,QR,12,4,0,1.84,0.04484,11,50,2000000,1e-06,0,0.27525,est
213,ASTRAL-II,QR,13,2,0,1.87,0.050732,11,50,2000000,1e-06,0,0.215875,est
214,ASTRAL-II,QR,14,8,0,1.75,0.04638,11,50,2000000,1e-06,0,0.09225,est
215,ASTRAL-II,QR,15,0,1,1.95,0.050752,11,50,2000000,1e-06,0,0.137125,est
216,ASTRAL-II,QR,16,8,0,3.27,0.051348,11,50,2000000,1e-06,0,0.195,est
217,ASTRAL-II,QR,17,2,0,2.77,0.047908,11,50,2000000,1e-06,0,0.139625,est
218,ASTRAL-II,QR,18,8,0,1.83,0.046112,11,50,2000000,1e-06,0,0.131375,est
219,ASTRAL-II,QR,19,10,0,2.06,0.04686,11,50,2000000,1e-06,0,0.263,est
220,ASTRAL-II,QR,20,2,0,1.82,0.046768,11,50,2000000,1e-06,0,0.20825,est
221,ASTRAL-II,QR,21,2,0,1.98,0.046268,11,50,2000000,1e-06,0,0.126,est
222,ASTRAL-II,QR,22,6,0,1.99,0.047256,11,50,2000000,1e-06,0,0.126125,est
223,ASTRAL-II,QR,23,2,0,1.78,0.047488,11,50,2000000,1e-06,0,0.23925,est
224,ASTRAL-II,QR,24,8,0,2.24,0.047372,11,50,2000000,1e-06,0,0.18175,est
225,ASTRAL-II,QR,25,6,0,3.11,0.05204,11,50,2000000,1e-06,0,0.179625,est
226,ASTRAL-II,QR,26,6,0,3.17,0.046748,11,50,2000000,1e-06,0,0.123875,est
227,ASTRAL-II,QR,27,8,0,3.85,0.047008,11,50,2000000,1e-06,0,0.120375,est
228,ASTRAL-II,QR,28,8,0,5.25,0.046092,11,50,2000000,1e-06,0,0.0835,est
229,ASTRAL-II,QR,29,2,0,3.11,0.045212,11,50,2000000,1e-06,0,0.15625,est
230,ASTRAL-II,QR,30,8,0,3.71,0.047808,11,50,2000000,1e-06,0,0.21575,est
231,ASTRAL-II,QR,31,10,0,2.54,0.046244,11,50,2000000,1e-06,0,0.14475,est
232,ASTRAL-II,QR,32,8,0,4.64,0.045912,11,50,2000000,1e-06,0,0.0985,est
233,ASTRAL-II,QR,33,2,0,3.99,0.04688,11,50,2000000,1e-06,0,0.12125,est
234,ASTRAL-II,QR,34,8,0,4.24,0.045608,11,50,2000000,1e-06,0,0.108625,est
235,ASTRAL-II,QR,35,8,0,4.11,0.045564,11,50,2000000,1e-06,0,0.061,est
236,ASTRAL-II,QR,36,8,0,4.17,0.046068,11,50,2000000,1e-06,0,0.13725,est
237,ASTRAL-II,QR,37,8,0,4.19,0.046748,11,50,2000000,1e-06,0,0.27375,est
238,ASTRAL-II,QR,38,12,0,4.09,0.046124,11,50,2000000,1e-06,0,0.22675,est
239,ASTRAL-II,QR,39,10,0,4.24,0.047168,11,50,2000000,1e-06,0,0.189625,est
240,ASTRAL-II,QR,40,6,0,1.76,0.04734,11,50,2000000,1e-06,0,0.249625,est
241,ASTRAL-II,QR,41,8,0,3.56,0.047948,11,50,2000000,1e-06,0,0.133,est
242,ASTRAL-II,QR,42,8,0,1.55,0.045704,11,50,2000000,1e-06,0,0.151375,est
243,ASTRAL-II,QR,43,8,0,3.31,0.050408,11,50,2000000,1e-06,0,0.179625,est
244,ASTRAL-II,QR,44,8,0,1.68,0.045424,11,50,2000000,1e-06,0,0.200875,est
245,ASTRAL-II,QR,45,6,0,3.43,0.04586,11,50,2000000,1e-06,0,0.158,est
246,ASTRAL-II,QR,46,0,1,3.48,0.0502,11,50,2000000,1e-06,0,0.1885,est
247,ASTRAL-II,QR,47,8,0,2.81,0.046352,11,50,2000000,1e-06,0,0.150125,est
248,ASTRAL-II,QR,48,4,0,1.73,0.045976,11,50,2000000,1e-06,0,0.294,est
249,ASTRAL-II,QR,49,10,0,1.91,0.045316,11,50,2000000,1e-06,0,0.097125,est
250,ASTRAL-II,QR*,0,6,0,1.88,0.04568,11,50,2000000,1e-06,0,0.183,est
251,ASTRAL-II,QR*,1,4,0,1.85,0.052296,11,50,2000000,1e-06,0,0.158375,est
252,ASTRAL-II,QR*,2,6,0,2.02,0.046372,11,50,2000000,1e-06,0,0.212625,est
253,ASTRAL-II,QR*,3,4,0,2.22,0.046444,11,50,2000000,1e-06,0,0.151,est
254,ASTRAL-II,QR*,4,6,0,1.93,0.047388,11,50,2000000,1e-06,0,0.161625,est
255,ASTRAL-II,QR*,5,8,0,1.93,0.046676,11,50,2000000,1e-06,0,0.180375,est
256,ASTRAL-II,QR*,6,6,0,2.53,0.052168,11,50,2000000,1e-06,0,0.107375,est
257,ASTRAL-II,QR*,7,0,1,1.54,0.046004,11,50,2000000,1e-06,0,0.243875,est
258,ASTRAL-II,QR*,8,4,0,1.55,0.049664,11,50,2000000,1e-06,0,0.164625,est
259,ASTRAL-II,QR*,9,10,0,1.67,0.046596,11,50,2000000,1e-06,0,0.27825,est
260,ASTRAL-II,QR*,10,6,0,1.55,0.047072,11,50,2000000,1e-06,0,0.24025,est
261,ASTRAL-II,QR*,11,8,0,1.61,0.045812,11,50,2000000,1e-06,0,0.17625,est
262,ASTRAL-II,QR*,12,4,0,1.51,0.0473,11,50,2000000,1e-06,0,0.27525,est
263,ASTRAL-II,QR*,13,4,0,1.65,0.046132,11,50,2000000,1e-06,0,0.215875,est
264,ASTRAL-II,QR*,14,4,0,1.59,0.04496,11,50,2000000,1e-06,0,0.09225,est
265,ASTRAL-II,QR*,15,0,1,1.49,0.045456,11,50,2000000,1e-06,0,0.137125,est
266,ASTRAL-II,QR*,16,6,0,2.46,0.04768,11,50,2000000,1e-06,0,0.195,est
267,ASTRAL-II,QR*,17,2,0,1.82,0.048064,11,50,2000000,1e-06,0,0.139625,est
268,ASTRAL-II,QR*,18,8,0,1.52,0.044932,11,50,2000000,1e-06,0,0.131375,est
269,ASTRAL-II,QR*,19,6,0,1.66,0.045788,11,50,2000000,1e-06,0,0.263,est
