,dataset,method,replicate,cd,acc,times,memgb,n,k,height,speciation,gtee,ad,gtype
69,ASTRAL-II,QR*,19,34,0,394.25,0.479744,201,1000,10000000,1e-07,0.26553535353535335,0.100454545454547,est
70,ASTRAL-II,QR*,20,22,0,426.82,0.48122,201,1000,10000000,1e-07,0.31690793674571416,0.08633838383838514,est
71,ASTRAL-II,QR*,21,8,0,425.72,0.479028,201,1000,10000000,1e-07,0.18006600179005297,0.07202525252525355,est
72,ASTRAL-II,QR*,22,10,0,415.2,0.481352,201,1000,10000000,1e-07,0.14130808080808202,0.08558585858585994,est
73,ASTRAL-II,QR*,23,108,0,421.05,0.474748,201,1000,10000000,1e-07,0.6535095384295405,0.09941919191919348,est
74,ASTRAL-II,QR*,24,44,0,381.19,0.47876,201,1000,10000000,1e-07,0.2535383326940291,0.08645959595959732,est
75,ASTRAL-II,QR*,25,20,0,413.63,0.478468,201,1000,10000000,1e-07,0.327653991881799,0.08389898989899118,est
76,ASTRAL-II,QR*,26,4,0,292.64,0.4828,201,1000,10000000,1e-07,0.11044398745535566,0.09229797979798132,est
77,ASTRAL-II,QR*,27,18,0,282.96,0.479364,201,1000,10000000,1e-07,0.2078434343434348,0.0870303030303044,est
78,ASTRAL-II,QR*,28,24,0,287.06,0.48122,201,1000,10000000,1e-07,0.3599595959595964,0.09057575757575904,est
79,ASTRAL-II,QR*,29,10,0,288.81,0.481684,201,1000,10000000,1e-07,0.21180303030303063,0.0844040404040417,est
80,ASTRAL-II,QR*,30,4,0,328.27,0.47878,201,1000,10000000,1e-07,0.2055280112091157,0.09722222222222382,est
81,ASTRAL-II,QR*,31,18,0,300.86,0.4802,201,1000,10000000,1e-07,0.4610478150837798,0.07469696969697079,est
82,ASTRAL-II,QR*,32,36,0,414.72,0.481344,201,1000,10000000,1e-07,0.22908585858585923,0.10569696969697141,est
83,ASTRAL-II,QR*,33,20,0,287.55,0.479392,201,1000,10000000,1e-07,0.35521536961396405,0.09366161616161764,est
84,ASTRAL-II,QR*,34,48,0,272.90999999999997,0.4771,201,1000,10000000,1e-07,0.6083145360022247,0.09144949494949643,est
85,ASTRAL-II,QR*,35,16,0,264.61,0.47912,201,1000,10000000,1e-07,0.2267676767676771,0.098803030303032,est
86,ASTRAL-II,QR*,36,42,0,288.2,0.481564,201,1000,10000000,1e-07,0.26176767676767715,0.08928787878788023,est
87,ASTRAL-II,QR*,37,30,0,264.2,0.479528,201,1000,10000000,1e-07,0.26071717171717196,0.08079292929293051,est
88,ASTRAL-II,QR*,38,10,0,288.5,0.480316,201,1000,10000000,1e-07,0.2208939393939393,0.09467171717171874,est
89,ASTRAL-II,QR*,39,14,0,281.01,0.479136,201,1000,10000000,1e-07,0.12525252525252706,0.06818686868686968,est
90,ASTRAL-II,QR*,40,30,0,421.24,0.479952,201,1000,10000000,1e-07,0.2149393939393943,0.09101010101010246,est
91,ASTRAL-II,QR*,41,28,0,281.7,0.480064,201,1000,10000000,1e-07,0.22962626262626293,0.07882828282828405,est
92,ASTRAL-II,QR*,42,12,0,402.83,0.478172,201,1000,10000000,1e-07,0.17804513012765608,0.0873383838383852,est
93,ASTRAL-II,QR*,43,22,0,265.58,0.47982,201,1000,10000000,1e-07,0.17603353791075363,0.0917929292929308,est
94,ASTRAL-II,QR*,44,28,0,402.29,0.480004,201,1000,10000000,1e-07,0.1572474747474758,0.08501515151515283,est
95,ASTRAL-II,QR*,45,34,0,251.87,0.480016,201,1000,10000000,1e-07,0.5528750832858569,0.07796969696969812,est
96,ASTRAL-II,QR*,46,26,0,414.65,0.47894,201,1000,10000000,1e-07,0.19809090909090973,0.08869696969697113,est
97,ASTRAL-II,QR*,47,22,0,407.53,0.48056,201,1000,10000000,1e-07,0.1472624115988438,0.09960606060606221,est
98,ASTRAL-II,QR*,48,30,0,418.03,0.480016,201,1000,10000000,1e-07,0.2234141414141412,0.09040909090909233,est
99,ASTRAL-II,QR*,49,14,0,429.66,0.483716,201,1000,10000000,1e-07,0.2720656565656569,0.07918686868686987,est
100,ASTRAL-II,optimal,0,24,0,22.51,0.169492,201,1000,10000000,1e-07,0.3806247794399709,0.08695959595959733,est
101,ASTRAL-II,optimal,1,8,0,22.91,0.170904,201,1000,10000000,1e-07,0.27714646464646525,0.06779797979798077,est
102,ASTRAL-II,optimal,2,14,0,23.37,0.170676,201,1000,10000000,1e-07,0.19430808080808112,0.1090000000000017,est
103,ASTRAL-II,optimal,3,106,0,23.52,0.170308,201,1000,10000000,1e-07,0.460984904052782,0.09777272727272877,est
104,ASTRAL-II,optimal,4,60,0,23.7,0.169312,201,1000,10000000,1e-07,0.3463484848484861,0.09628787878788038,est
105,ASTRAL-II,optimal,5,32,0,23.36,0.170768,201,1000,10000000,1e-07,0.3329797979797989,0.1046010101010118,est
106,ASTRAL-II,optimal,6,46,0,23.27,0.169624,201,1000,10000000,1e-07,0.40578787878788,0.09244949494949645,est
107,ASTRAL-II,optimal,7,4,0,23.84,0.17274,201,1000,10000000,1e-07,0.1709354302518866,0.09362626262626417,est
108,ASTRAL-II,optimal,8,18,0,23.3,0.17036,201,1000,10000000,1e-07,0.39880750054869324,0.09461111111111264,est
109,ASTRAL-II,optimal,9,52,0,18.65,0.172212,201,1000,10000000,1e-07,0.3568484848484853,0.10292424242424404,est
110,ASTRAL-II,optimal,10,10,0,19.68,0.171156,201,1000,10000000,1e-07,0.30388118296211064,0.0849747474747488,est
111,ASTRAL-II,optimal,11,36,0,14.53,0.169404,201,1000,10000000,1e-07,0.399095959595961,0.096924242424244,est
112,ASTRAL-II,optimal,12,18,0,13.36,0.17036,201,1000,10000000,1e-07,0.37093958729451526,0.1074393939393956,est
113,ASTRAL-II,optimal,13,52,0,12.69,0.17068,201,1000,10000000,1e-07,0.22748364659250705,0.07897979797979918,est
114,ASTRAL-II,optimal,14,6,0,18.65,0.169528,201,1000,10000000,1e-07,0.2111666666666671,0.09621212121212278,est
115,ASTRAL-II,optimal,15,12,0,13.95,0.171388,201,1000,10000000,1e-07,0.43182408899118,0.09226767676767822,est
116,ASTRAL-II,optimal,16,16,0,13.66,0.171008,201,1000,10000000,1e-07,0.20773232323232335,0.06140909090909178,est
117,ASTRAL-II,optimal,17,6,0,11.25,0.170892,201,1000,10000000,1e-07,0.27814045894303446,0.08490404040404173,est
118,ASTRAL-II,optimal,18,10,0,11.27,0.16964,201,1000,10000000,1e-07,0.29132828282828327,0.0892676767676782,est
119,ASTRAL-II,optimal,19,18,0,11.6,0.170092,201,1000,10000000,1e-07,0.26553535353535335,0.100454545454547,est
120,ASTRAL-II,optimal,20,4,0,11.32,0.169604,201,1000,10000000,1e-07,0.31690793674571416,0.08633838383838514,est
121,ASTRAL-II,optimal,21,6,0,12.25,0.169412,201,1000,10000000,1e-07,0.18006600179005297,0.07202525252525355,est
122,ASTRAL-II,optimal,22,6,0,13.3,0.17052,201,1000,10000000,1e-07,0.14130808080808202,0.08558585858585994,est
123,ASTRAL-II,optimal,23,96,0,11.56,0.170512,201,1000,10000000,1e-07,0.6535095384295405,0.09941919191919348,est
124,ASTRAL-II,optimal,24,28,0,13.22,0.17128,201,1000,10000000,1e-07,0.2535383326940291,0.08645959595959732,est
125,ASTRAL-II,optimal,25,20,0,12.16,0.169876,201,1000,10000000,1e-07,0.327653991881799,0.08389898989899118,est
126,ASTRAL-II,optimal,26,2,0,12.85,0.17076,201,1000,10000000,1e-07,0.11044398745535566,0.09229797979798132,est
127,ASTRAL-II,optimal,27,4,0,13.03,0.170664,201,1000,10000000,1e-07,0.2078434343434348,0.0870303030303044,est
128,ASTRAL-II,optimal,28,22,0,12.91,0.17168,201,1000,10000000,1e-07,0.3599595959595964,0.09057575757575904,est
129,ASTRAL-II,optimal,29,8,0,12.74,0.170748,201,1000,10000000,1e-07,0.21180303030303063,0.0844040404040417,est
130,ASTRAL-II,optimal,30,0,1,13.36,0.16994,201,1000,10000000,1e-07,0.2055280112091157,0.09722222222222382,est
131,ASTRAL-II,optimal,31,0,1,12.65,0.172024,201,1000,10000000,1e-07,0.4610478150837798,0.07469696969697079,est
132,ASTRAL-II,optimal,32,12,0,13.0,0.170636,201,1000,10000000,1e-07,0.22908585858585923,0.10569696969697141,est
133,ASTRAL-II,optimal,33,14,0,12.76,0.169696,201,1000,10000000,1e-07,0.35521536961396405,0.09366161616161764,est
134,ASTRAL-II,optimal,34,30,0,16.25,0.170952,201,1000,10000000,1e-07,0.6083145360022247,0.09144949494949643,est
135,ASTRAL-II,optimal,35,4,0,17.95,0.171972,201,1000,10000000,1e-07,0.2267676767676771,0.098803030303032,est
136,ASTRAL-II,optimal,36,22,0,21.42,0.173184,201,1000,10000000,1e-07,0.26176767676767715,0.08928787878788023,est
137,ASTRAL-II,optimal,37,20,0,11.39,0.171124,201,1000,10000000,1e-07,0.26071717171717196,0.08079292929293051,est
138,ASTRAL-II,optimal,38,2,0,11.46,0.170672,201,1000,10000000,1e-07,0.2208939393939393,0.09467171717171874,est
139,ASTRAL-II,optimal,39,2,0,11.61,0.172032,201,1000,10000000,1e-07,0.12525252525252706,0.06818686868686968,est
140,ASTRAL-II,optimal,40,18,0,11.97,0.170092,201,1000,10000000,1e-07,0.2149393939393943,0.09101010101010246,est
141,ASTRAL-II,optimal,41,24,0,12.23,0.170808,201,1000,10000000,1e-07,0.22962626262626293,0.07882828282828405,est
142,ASTRAL-II,optimal,42,8,0,11.73,0.17058,201,1000,10000000,1e-07,0.17804513012765608,0.0873383838383852,est
143,ASTRAL-II,optimal,43,12,0,12.57,0.173296,201,1000,10000000,1e-07,0.17603353791075363,0.0917929292929308,est
144,ASTRAL-II,optimal,44,14,0,12.04,0.170216,201,1000,10000000,1e-07,0.1572474747474758,0.08501515151515283,est
145,ASTRAL-II,optimal,45,24,0,13.91,0.169944,201,1000,10000000,1e-07,0.5528750832858569,0.07796969696969812,est
146,ASTRAL-II,optimal,46,14,0,17.03,0.172064,201,1000,10000000,1e-07,0.19809090909090973,0.08869696969697113,est
147,ASTRAL-II,optimal,47,4,0,17.1,0.17014,201,1000,10000000,1e-07,0.1472624115988438,0.09960606060606221,est
148,ASTRAL-II,optimal,48,6,0,16.05,0.17014,201,1000,10000000,1e-07,0.2234141414141412,0.09040909090909233,est
149,ASTRAL-II,optimal,49,8,0,16.25,0.171292,201,1000,10000000,1e-07,0.2720656565656569,0.07918686868686987,est
150,ASTRAL-II,QR,0,42,0,271.19,0.440572,201,200,10000000,1e-07,0.3806247794399709,0.08695959595959733,est
151,ASTRAL-II,QR,1,24,0,298.28,0.443968,201,200,10000000,1e-07,0.27714646464646525,0.06779797979798077,est
152,ASTRAL-II,QR,2,28,0,264.81,0.440484,201,200,10000000,1e-07,0.19430808080808112,0.1090000000000017,est
153,ASTRAL-II,QR,3,120,0,301.6,0.440764,201,200,10000000,1e-07,0.460984904052782,0.09777272727272877,est
154,ASTRAL-II,QR,4,90,0,297.14,0.441156,201,200,10000000,1e-07,0.3463484848484861,0.09628787878788038,est
155,ASTRAL-II,QR,5,64,0,272.88,0.442328,201,200,10000000,1e-07,0.3329797979797989,0.1046010101010118,est
156,ASTRAL-II,QR,6,48,0,294.59000000000003,0.444,201,200,10000000,1e-07,0.40578787878788,0.09244949494949645,est
157,ASTRAL-II,QR,7,28,0,278.29,0.441956,201,200,10000000,1e-07,0.1709354302518866,0.09362626262626417,est
158,ASTRAL-II,QR,8,36,0,302.4,0.441572,201,200,10000000,1e-07,0.39880750054869324,0.09461111111111264,est
159,ASTRAL-II,QR,9,66,0,271.32,0.440456,201,200,10000000,1e-07,0.3568484848484853,0.10292424242424404,est
160,ASTRAL-II,QR,10,32,0,299.59000000000003,0.440432,201,200,10000000,1e-07,0.30388118296211064,0.0849747474747488,est
161,ASTRAL-II,QR,11,54,0,276.15999999999997,0.438792,201,200,10000000,1e-07,0.399095959595961,0.096924242424244,est
162,ASTRAL-II,QR,12,44,0,303.99,0.438852,201,200,10000000,1e-07,0.37093958729451526,0.1074393939393956,est
163,ASTRAL-II,QR,13,70,0,299.4,0.43962,201,200,10000000,1e-07,0.22748364659250705,0.07897979797979918,est
164,ASTRAL-II,QR,14,30,0,269.51,0.44244,201,200,10000000,1e-07,0.2111666666666671,0.09621212121212278,est
165,ASTRAL-II,QR,15,32,0,297.96,0.443692,201,200,10000000,1e-07,0.43182408899118,0.09226767676767822,est
166,ASTRAL-II,QR,16,22,0,299.85,0.43996,201,200,10000000,1e-07,0.20773232323232335,0.06140909090909178,est
167,ASTRAL-II,QR,17,32,0,306.1,0.440948,201,200,10000000,1e-07,0.27814045894303446,0.08490404040404173,est
168,ASTRAL-II,QR,18,34,0,276.94,0.444852,201,200,10000000,1e-07,0.29132828282828327,0.0892676767676782,est
169,ASTRAL-II,QR,19,44,0,292.17,0.439756,201,200,10000000,1e-07,0.26553535353535335,0.100454545454547,est
170,ASTRAL-II,QR,20,24,0,301.52,0.441492,201,200,10000000,1e-07,0.31690793674571416,0.08633838383838514,est
171,ASTRAL-II,QR,21,22,0,278.56,0.4413,201,200,10000000,1e-07,0.18006600179005297,0.07202525252525355,est
172,ASTRAL-II,QR,22,30,0,275.90999999999997,0.441952,201,200,10000000,1e-07,0.14130808080808202,0.08558585858585994,est
173,ASTRAL-II,QR,23,118,0,304.68,0.441064,201,200,10000000,1e-07,0.6535095384295405,0.09941919191919348,est
174,ASTRAL-II,QR,24,46,0,303.01,0.441052,201,200,10000000,1e-07,0.2535383326940291,0.08645959595959732,est
175,ASTRAL-II,QR,25,32,0,303.01,0.440856,201,200,10000000,1e-07,0.327653991881799,0.08389898989899118,est
176,ASTRAL-II,QR,26,28,0,240.84,0.441544,201,200,10000000,1e-07,0.11044398745535566,0.09229797979798132,est
177,ASTRAL-II,QR,27,28,0,244.89,0.443368,201,200,10000000,1e-07,0.2078434343434348,0.0870303030303044,est
178,ASTRAL-II,QR,28,40,0,245.22,0.4415,201,200,10000000,1e-07,0.3599595959595964,0.09057575757575904,est
179,ASTRAL-II,QR,29,18,0,242.54,0.442496,201,200,10000000,1e-07,0.21180303030303063,0.0844040404040417,est
180,ASTRAL-II,QR,30,32,0,264.74,0.440192,201,200,10000000,1e-07,0.2055280112091157,0.09722222222222382,est
181,ASTRAL-II,QR,31,22,0,238.85,0.444304,201,200,10000000,1e-07,0.4610478150837798,0.07469696969697079,est
182,ASTRAL-II,QR,32,46,0,231.73,0.441608,201,200,10000000,1e-07,0.22908585858585923,0.10569696969697141,est
183,ASTRAL-II,QR,33,22,0,270.22,0.441156,201,200,10000000,1e-07,0.35521536961396405,0.09366161616161764,est
184,ASTRAL-II,QR,34,56,0,234.04,0.439928,201,200,10000000,1e-07,0.6083145360022247,0.09144949494949643,est
185,ASTRAL-II,QR,35,18,0,228.47,0.441808,201,200,10000000,1e-07,0.2267676767676771,0.098803030303032,est
186,ASTRAL-II,QR,36,46,0,242.51,0.439592,201,200,10000000,1e-07,0.26176767676767715,0.08928787878788023,est
187,ASTRAL-II,QR,37,42,0,243.9,0.440716,201,200,10000000,1e-07,0.26071717171717196,0.08079292929293051,est
188,ASTRAL-II,QR,38,32,0,231.16,0.441248,201,200,10000000,1e-07,0.2208939393939393,0.09467171717171874,est
189,ASTRAL-II,QR,39,10,0,305.66,0.44074,201,200,10000000,1e-07,0.12525252525252706,0.06818686868686968,est
190,ASTRAL-II,QR,40,34,0,242.38,0.44214,201,200,10000000,1e-07,0.2149393939393943,0.09101010101010246,est
191,ASTRAL-II,QR,41,44,0,225.61,0.441516,201,200,10000000,1e-07,0.22962626262626293,0.07882828282828405,est
192,ASTRAL-II,QR,42,32,0,227.82,0.44138,201,200,10000000,1e-07,0.17804513012765608,0.0873383838383852,est
193,ASTRAL-II,QR,43,32,0,232.82,0.44162,201,200,10000000,1e-07,0.17603353791075363,0.0917929292929308,est
194,ASTRAL-II,QR,44,32,0,219.32,0.43924,201,200,10000000,1e-07,0.1572474747474758,0.08501515151515283,est
195,ASTRAL-II,QR,45,24,0,233.0,0.441028,201,200,10000000,1e-07,0.5528750832858569,0.07796969696969812,est
196,ASTRAL-II,QR,46,36,0,223.78,0.4396,201,200,10000000,1e-07,0.19809090909090973,0.08869696969697113,est
197,ASTRAL-II,QR,47,34,0,235.42000000000002,0.443976,201,200,10000000,1e-07,0.1472624115988438,0.09960606060606221,est
198,ASTRAL-II,QR,48,32,0,239.1,0.441796,201,200,10000000,1e-07,0.2234141414141412,0.09040909090909233,est
199,ASTRAL-II,QR,49,26,0,243.78,0.443668,201,200,10000000,1e-07,0.2720656565656569,0.07918686868686987,est
200,ASTRAL-II,QR*,0,34,0,401.19,0.440436,201,200,10000000,1e-07,0.3806247794399709,0.08695959595959733,est
201,ASTRAL-II,QR*,1,20,0,392.9,0.440048,201,200,10000000,1e-07,0.27714646464646525,0.06779797979798077,est
202,ASTRAL-II,QR*,2,12,0,389.88,0.442048,201,200,10000000,1e-07,0.19430808080808112,0.1090000000000017,est
203,ASTRAL-II,QR*,3,108,0,431.33,0.4423,201,200,10000000,1e-07,0.460984904052782,0.09777272727272877,est
204,ASTRAL-II,QR*,4,86,0,410.59000000000003,0.438668,201,200,10000000,1e-07,0.3463484848484861,0.09628787878788038,est
205,ASTRAL-II,QR*,5,46,0,411.82,0.442368,201,200,10000000,1e-07,0.3329797979797989,0.1046010101010118,est
206,ASTRAL-II,QR*,6,50,0,402.01,0.439984,201,200,10000000,1e-07,0.40578787878788,0.09244949494949645,est
207,ASTRAL-II,QR*,7,4,0,262.32,0.442936,201,200,10000000,1e-07,0.1709354302518866,0.09362626262626417,est
208,ASTRAL-II,QR*,8,36,0,269.43,0.44128,201,200,10000000,1e-07,0.39880750054869324,0.09461111111111264,est
209,ASTRAL-II,QR*,9,56,0,278.44,0.439392,201,200,10000000,1e-07,0.3568484848484853,0.10292424242424404,est
210,ASTRAL-II,QR*,10,18,0,260.92,0.441348,201,200,10000000,1e-07,0.30388118296211064,0.0849747474747488,est
211,ASTRAL-II,QR*,11,46,0,272.09000000000003,0.438992,201,200,10000000,1e-07,0.399095959595961,0.096924242424244,est
212,ASTRAL-II,QR*,12,38,0,270.58,0.43924,201,200,10000000,1e-07,0.37093958729451526,0.1074393939393956,est
213,ASTRAL-II,QR*,13,58,0,264.78,0.441652,201,200,10000000,1e-07,0.22748364659250705,0.07897979797979918,est
214,ASTRAL-II,QR*,14,22,0,238.65,0.44114,201,200,10000000,1e-07,0.2111666666666671,0.09621212121212278,est
215,ASTRAL-II,QR*,15,24,0,263.62,0.440272,201,200,10000000,1e-07,0.43182408899118,0.09226767676767822,est
216,ASTRAL-II,QR*,16,18,0,268.51,0.440196,201,200,10000000,1e-07,0.20773232323232335,0.06140909090909178,est
217,ASTRAL-II,QR*,17,22,0,259.43,0.439804,201,200,10000000,1e-07,0.27814045894303446,0.08490404040404173,est
218,ASTRAL-II,QR*,18,14,0,292.46,0.44104,201,200,10000000,1e-07,0.29132828282828327,0.0892676767676782,est
219,ASTRAL-II,QR*,19,30,0,249.03,0.4404,201,200,10000000,1e-07,0.26553535353535335,0.100454545454547,est
