,dataset,method,replicate,cd,acc,times,memgb,n,k,height,speciation,gtee,ad,gtype
0,ASTRAL-II,QR,0,8,0,1.96,0.048836,11,1000,2000000,1e-06,0.172,0.183,est
1,ASTRAL-II,QR,1,4,0,2.01,0.049676,11,1000,2000000,1e-06,0.07575,0.158375,est
2,ASTRAL-II,QR,2,0,1,11.08,0.0474,11,1000,2000000,1e-06,0.11475,0.212625,est
3,ASTRAL-II,QR,3,8,0,1.94,0.048228,11,1000,2000000,1e-06,0.2881095238095233,0.151,est
4,ASTRAL-II,QR,4,8,0,2.02,0.049496,11,1000,2000000,1e-06,0.19815934065934043,0.161625,est
5,ASTRAL-II,QR,5,6,0,1.97,0.048464,11,1000,2000000,1e-06,0.12925,0.180375,est
6,ASTRAL-II,QR,6,8,0,2.06,0.048936,11,1000,2000000,1e-06,0.3922227522477513,0.107375,est
7,ASTRAL-II,QR,7,4,0,1.93,0.048088,11,1000,2000000,1e-06,0.0775,0.243875,est
8,ASTRAL-II,QR,8,6,0,1.96,0.050712,11,1000,2000000,1e-06,0.1255,0.164625,est
9,ASTRAL-II,QR,9,10,0,1.98,0.049728,11,1000,2000000,1e-06,0.22516217948717948,0.27825,est
10,ASTRAL-II,QR,10,10,0,2.0,0.0481,11,1000,2000000,1e-06,0.2679089743589743,0.24025,est
11,ASTRAL-II,QR,11,2,0,2.02,0.04958,11,1000,2000000,1e-06,0.070875,0.17625,est
12,ASTRAL-II,QR,12,4,0,2.05,0.048392,11,1000,2000000,1e-06,0.150125,0.27525,est
13,ASTRAL-II,QR,13,4,0,2.08,0.049128,11,1000,2000000,1e-06,0.23647184482184483,0.215875,est
14,ASTRAL-II,QR,14,4,0,2.08,0.048908,11,1000,2000000,1e-06,0.20087500000000003,0.09225,est
15,ASTRAL-II,QR,15,6,0,2.16,0.048868,11,1000,2000000,1e-06,0.27075,0.137125,est
16,ASTRAL-II,QR,16,6,0,2.09,0.048588,11,1000,2000000,1e-06,0.3478017094017093,0.195,est
17,ASTRAL-II,QR,17,8,0,2.43,0.047356,11,1000,2000000,1e-06,0.153125,0.139625,est
18,ASTRAL-II,QR,18,8,0,1.58,0.048764,11,1000,2000000,1e-06,0.20442500000000002,0.131375,est
19,ASTRAL-II,QR,19,10,0,1.77,0.050408,11,1000,2000000,1e-06,0.2763665834165834,0.263,est
20,ASTRAL-II,QR,20,12,0,2.05,0.047792,11,1000,2000000,1e-06,0.228875,0.20825,est
21,ASTRAL-II,QR,21,2,0,1.96,0.04766,11,1000,2000000,1e-06,0.158625,0.126,est
22,ASTRAL-II,QR,22,6,0,1.94,0.051444,11,1000,2000000,1e-06,0.22096666666666667,0.126125,est
23,ASTRAL-II,QR,23,2,0,1.94,0.049636,11,1000,2000000,1e-06,0.5730173576423575,0.23925,est
24,ASTRAL-II,QR,24,8,0,2.01,0.049524,11,1000,2000000,1e-06,0.19075,0.18175,est
25,ASTRAL-II,QR,25,8,0,1.92,0.048568,11,1000,2000000,1e-06,0.18445833333333334,0.179625,est
26,ASTRAL-II,QR,26,10,0,1.99,0.04852,11,1000,2000000,1e-06,0.127625,0.123875,est
27,ASTRAL-II,QR,27,10,0,1.88,0.048544,11,1000,2000000,1e-06,0.084875,0.120375,est
28,ASTRAL-II,QR,28,8,0,1.87,0.047872,11,1000,2000000,1e-06,0.3486511238761234,0.0835,est
29,ASTRAL-II,QR,29,6,0,1.93,0.052152,11,1000,2000000,1e-06,0.20425,0.15625,est
30,ASTRAL-II,QR,30,8,0,1.94,0.048964,11,1000,2000000,1e-06,0.35647753080253086,0.21575,est
31,ASTRAL-II,QR,31,10,0,1.73,0.04836,11,1000,2000000,1e-06,0.27555660173160174,0.14475,est
32,ASTRAL-II,QR,32,8,0,1.91,0.049052,11,1000,2000000,1e-06,0.141,0.0985,est
33,ASTRAL-II,QR,33,0,1,1.75,0.047304,11,1000,2000000,1e-06,0.11275,0.12125,est
34,ASTRAL-II,QR,34,8,0,1.99,0.048948,11,1000,2000000,1e-06,0.06165961538461539,0.108625,est
35,ASTRAL-II,QR,35,8,0,1.92,0.050932,11,1000,2000000,1e-06,0.087,0.061,est
36,ASTRAL-II,QR,36,4,0,1.89,0.049024,11,1000,2000000,1e-06,0.3995916666666667,0.13725,est
37,ASTRAL-II,QR,37,8,0,2.77,0.047144,11,1000,2000000,1e-06,0.185375,0.27375,est
38,ASTRAL-II,QR,38,6,0,2.03,0.053488,11,1000,2000000,1e-06,0.12733846153846154,0.22675,est
39,ASTRAL-II,QR,39,6,0,2.02,0.0494,11,1000,2000000,1e-06,0.103125,0.189625,est
40,ASTRAL-II,QR,40,2,0,1.63,0.048328,11,1000,2000000,1e-06,0.8335794094794119,0.249625,est
41,ASTRAL-II,QR,41,6,0,2.14,0.048416,11,1000,2000000,1e-06,0.225375,0.133,est
42,ASTRAL-II,QR,42,8,0,1.9,0.052992,11,1000,2000000,1e-06,0.12460750915750914,0.151375,est
43,ASTRAL-II,QR,43,6,0,1.77,0.047956,11,1000,2000000,1e-06,0.22759069541569538,0.179625,est
44,ASTRAL-II,QR,44,8,0,2.09,0.051216,11,1000,2000000,1e-06,0.07877142857142858,0.200875,est
45,ASTRAL-II,QR,45,6,0,1.83,0.047832,11,1000,2000000,1e-06,0.213875,0.158,est
46,ASTRAL-II,QR,46,0,1,1.85,0.05416,11,1000,2000000,1e-06,0.18825574425574418,0.1885,est
47,ASTRAL-II,QR,47,4,0,1.71,0.04822,11,1000,2000000,1e-06,0.13025,0.150125,est
48,ASTRAL-II,QR,48,6,0,1.84,0.048352,11,1000,2000000,1e-06,0.269625,0.294,est
49,ASTRAL-II,QR,49,6,0,1.93,0.048048,11,1000,2000000,1e-06,0.27881666666666666,0.097125,est
50,ASTRAL-II,QR*,0,6,0,1.99,0.050124,11,1000,2000000,1e-06,0.172,0.183,est
51,ASTRAL-II,QR*,1,0,1,2.05,0.047964,11,1000,2000000,1e-06,0.07575,0.158375,est
52,ASTRAL-II,QR*,2,6,0,4.79,0.049084,11,1000,2000000,1e-06,0.11475,0.212625,est
53,ASTRAL-II,QR*,3,4,0,2.06,0.047312,11,1000,2000000,1e-06,0.2881095238095233,0.151,est
54,ASTRAL-II,QR*,4,6,0,3.31,0.04986,11,1000,2000000,1e-06,0.19815934065934043,0.161625,est
55,ASTRAL-II,QR*,5,6,0,1.96,0.048676,11,1000,2000000,1e-06,0.12925,0.180375,est
56,ASTRAL-II,QR*,6,8,0,1.78,0.047864,11,1000,2000000,1e-06,0.3922227522477513,0.107375,est
57,ASTRAL-II,QR*,7,0,1,1.92,0.05358,11,1000,2000000,1e-06,0.0775,0.243875,est
58,ASTRAL-II,QR*,8,4,0,1.74,0.049168,11,1000,2000000,1e-06,0.1255,0.164625,est
59,ASTRAL-II,QR*,9,8,0,1.92,0.047824,11,1000,2000000,1e-06,0.22516217948717948,0.27825,est
60,ASTRAL-II,QR*,10,8,0,1.89,0.047308,11,1000,2000000,1e-06,0.2679089743589743,0.24025,est
61,ASTRAL-II,QR*,11,2,0,1.85,0.051548,11,1000,2000000,1e-06,0.070875,0.17625,est
62,ASTRAL-II,QR*,12,4,0,1.86,0.048944,11,1000,2000000,1e-06,0.150125,0.27525,est
63,ASTRAL-II,QR*,13,4,0,1.92,0.0558,11,1000,2000000,1e-06,0.23647184482184483,0.215875,est
64,ASTRAL-II,QR*,14,4,0,1.96,0.049388,11,1000,2000000,1e-06,0.20087500000000003,0.09225,est
65,ASTRAL-II,QR*,15,6,0,1.69,0.048492,11,1000,2000000,1e-06,0.27075,0.137125,est
66,ASTRAL-II,QR*,16,6,0,1.98,0.048832,11,1000,2000000,1e-06,0.3478017094017093,0.195,est
67,ASTRAL-II,QR*,17,6,0,1.91,0.048064,11,1000,2000000,1e-06,0.153125,0.139625,est
68,ASTRAL-II,QR*,18,8,0,2.01,0.048484,11,1000,2000000,1e-06,0.20442500000000002,0.131375,est
69,ASTRAL-II,QR*,19,4,0,2.04,0.047108,11,1000,2000000,1e-06,0.2763665834165834,0.263,est
70,ASTRAL-II,QR*,20,6,0,2.0,0.04704,11,1000,2000000,1e-06,0.228875,0.20825,est
71,ASTRAL-II,QR*,21,4,0,2.08,0.04802,11,1000,2000000,1e-06,0.158625,0.126,est
72,ASTRAL-II,QR*,22,6,0,1.84,0.049768,11,1000,2000000,1e-06,0.22096666666666667,0.126125,est
73,ASTRAL-II,QR*,23,2,0,2.07,0.046592,11,1000,2000000,1e-06,0.5730173576423575,0.23925,est
74,ASTRAL-II,QR*,24,6,0,1.97,0.048624,11,1000,2000000,1e-06,0.19075,0.18175,est
75,ASTRAL-II,QR*,25,6,0,2.13,0.049112,11,1000,2000000,1e-06,0.18445833333333334,0.179625,est
76,ASTRAL-II,QR*,26,6,0,1.85,0.049292,11,1000,2000000,1e-06,0.127625,0.123875,est
77,ASTRAL-II,QR*,27,6,0,1.91,0.05032,11,1000,2000000,1e-06,0.084875,0.120375,est
78,ASTRAL-II,QR*,28,6,0,1.93,0.049408,11,1000,2000000,1e-06,0.3486511238761234,0.0835,est
79,ASTRAL-II,QR*,29,10,0,1.9,0.047748,11,1000,2000000,1e-06,0.20425,0.15625,est
80,ASTRAL-II,QR*,30,4,0,1.94,0.047192,11,1000,2000000,1e-06,0.35647753080253086,0.21575,est
81,ASTRAL-II,QR*,31,6,0,1.96,0.04954,11,1000,2000000,1e-06,0.27555660173160174,0.14475,est
82,ASTRAL-II,QR*,32,6,0,10.82,0.048784,11,1000,2000000,1e-06,0.141,0.0985,est
83,ASTRAL-II,QR*,33,6,0,2.04,0.047684,11,1000,2000000,1e-06,0.11275,0.12125,est
84,ASTRAL-II,QR*,34,0,1,1.94,0.048776,11,1000,2000000,1e-06,0.06165961538461539,0.108625,est
85,ASTRAL-II,QR*,35,8,0,1.9,0.053708,11,1000,2000000,1e-06,0.087,0.061,est
86,ASTRAL-II,QR*,36,4,0,2.09,0.048924,11,1000,2000000,1e-06,0.3995916666666667,0.13725,est
87,ASTRAL-II,QR*,37,4,0,1.8,0.04812,11,1000,2000000,1e-06,0.185375,0.27375,est
88,ASTRAL-II,QR*,38,10,0,1.73,0.04956,11,1000,2000000,1e-06,0.12733846153846154,0.22675,est
89,ASTRAL-II,QR*,39,4,0,1.85,0.049588,11,1000,2000000,1e-06,0.103125,0.189625,est
90,ASTRAL-II,QR*,40,4,0,1.9,0.047984,11,1000,2000000,1e-06,0.8335794094794119,0.249625,est
91,ASTRAL-II,QR*,41,2,0,2.01,0.047748,11,1000,2000000,1e-06,0.225375,0.133,est
92,ASTRAL-II,QR*,42,6,0,1.99,0.047672,11,1000,2000000,1e-06,0.12460750915750914,0.151375,est
93,ASTRAL-II,QR*,43,6,0,1.84,0.047616,11,1000,2000000,1e-06,0.22759069541569538,0.179625,est
94,ASTRAL-II,QR*,44,4,0,1.97,0.049276,11,1000,2000000,1e-06,0.07877142857142858,0.200875,est
95,ASTRAL-II,QR*,45,8,0,2.07,0.049144,11,1000,2000000,1e-06,0.213875,0.158,est
96,ASTRAL-II,QR*,46,4,0,2.07,0.049696,11,1000,2000000,1e-06,0.18825574425574418,0.1885,est
97,ASTRAL-II,QR*,47,4,0,1.96,0.048016,11,1000,2000000,1e-06,0.13025,0.150125,est
98,ASTRAL-II,QR*,48,6,0,1.97,0.04864,11,1000,2000000,1e-06,0.269625,0.294,est
99,ASTRAL-II,QR*,49,4,0,2.15,0.048412,11,1000,2000000,1e-06,0.27881666666666666,0.097125,est
100,ASTRAL-II,QR,0,8,0,1.81,0.04624,11,200,2000000,1e-06,0.172,0.183,est
101,ASTRAL-II,QR,1,4,0,1.88,0.05162,11,200,2000000,1e-06,0.07575,0.158375,est
102,ASTRAL-II,QR,2,8,0,1.81,0.046992,11,200,2000000,1e-06,0.11475,0.212625,est
103,ASTRAL-II,QR,3,6,0,1.72,0.048796,11,200,2000000,1e-06,0.2881095238095233,0.151,est
104,ASTRAL-II,QR,4,10,0,1.77,0.047292,11,200,2000000,1e-06,0.19815934065934043,0.161625,est
105,ASTRAL-II,QR,5,6,0,1.81,0.047508,11,200,2000000,1e-06,0.12925,0.180375,est
106,ASTRAL-II,QR,6,8,0,1.82,0.04658,11,200,2000000,1e-06,0.3922227522477513,0.107375,est
107,ASTRAL-II,QR,7,4,0,1.75,0.046788,11,200,2000000,1e-06,0.0775,0.243875,est
108,ASTRAL-II,QR,8,6,0,1.73,0.046296,11,200,2000000,1e-06,0.1255,0.164625,est
109,ASTRAL-II,QR,9,10,0,1.7,0.046176,11,200,2000000,1e-06,0.22516217948717948,0.27825,est
110,ASTRAL-II,QR,10,10,0,1.78,0.047888,11,200,2000000,1e-06,0.2679089743589743,0.24025,est
111,ASTRAL-II,QR,11,2,0,1.79,0.047204,11,200,2000000,1e-06,0.070875,0.17625,est
112,ASTRAL-II,QR,12,4,0,1.73,0.049756,11,200,2000000,1e-06,0.150125,0.27525,est
113,ASTRAL-II,QR,13,0,1,1.75,0.048452,11,200,2000000,1e-06,0.23647184482184483,0.215875,est
114,ASTRAL-II,QR,14,8,0,1.85,0.04756,11,200,2000000,1e-06,0.20087500000000003,0.09225,est
115,ASTRAL-II,QR,15,4,0,1.98,0.050888,11,200,2000000,1e-06,0.27075,0.137125,est
116,ASTRAL-II,QR,16,8,0,2.59,0.046604,11,200,2000000,1e-06,0.3478017094017093,0.195,est
117,ASTRAL-II,QR,17,8,0,4.12,0.046176,11,200,2000000,1e-06,0.153125,0.139625,est
118,ASTRAL-II,QR,18,6,0,4.1,0.04768,11,200,2000000,1e-06,0.20442500000000002,0.131375,est
119,ASTRAL-II,QR,19,10,0,3.88,0.047916,11,200,2000000,1e-06,0.2763665834165834,0.263,est
120,ASTRAL-II,QR,20,10,0,3.64,0.0475,11,200,2000000,1e-06,0.228875,0.20825,est
121,ASTRAL-II,QR,21,10,0,3.61,0.046916,11,200,2000000,1e-06,0.158625,0.126,est
122,ASTRAL-II,QR,22,8,0,3.37,0.046984,11,200,2000000,1e-06,0.22096666666666667,0.126125,est
123,ASTRAL-II,QR,23,12,0,3.69,0.0498,11,200,2000000,1e-06,0.5730173576423575,0.23925,est
124,ASTRAL-II,QR,24,8,0,3.35,0.045968,11,200,2000000,1e-06,0.19075,0.18175,est
125,ASTRAL-II,QR,25,8,0,2.97,0.045092,11,200,2000000,1e-06,0.18445833333333334,0.179625,est
126,ASTRAL-II,QR,26,10,0,3.17,0.046096,11,200,2000000,1e-06,0.127625,0.123875,est
127,ASTRAL-II,QR,27,2,0,3.15,0.045964,11,200,2000000,1e-06,0.084875,0.120375,est
128,ASTRAL-II,QR,28,8,0,3.2,0.045636,11,200,2000000,1e-06,0.3486511238761234,0.0835,est
129,ASTRAL-II,QR,29,6,0,3.21,0.048504,11,200,2000000,1e-06,0.20425,0.15625,est
130,ASTRAL-II,QR,30,4,0,3.26,0.046448,11,200,2000000,1e-06,0.35647753080253086,0.21575,est
131,ASTRAL-II,QR,31,6,0,3.04,0.047284,11,200,2000000,1e-06,0.27555660173160174,0.14475,est
132,ASTRAL-II,QR,32,8,0,3.06,0.047164,11,200,2000000,1e-06,0.141,0.0985,est
133,ASTRAL-II,QR,33,2,0,3.28,0.0519,11,200,2000000,1e-06,0.11275,0.12125,est
134,ASTRAL-II,QR,34,8,0,4.64,0.046928,11,200,2000000,1e-06,0.06165961538461539,0.108625,est
135,ASTRAL-II,QR,35,0,1,4.66,0.047688,11,200,2000000,1e-06,0.087,0.061,est
136,ASTRAL-II,QR,36,8,0,11.09,0.048852,11,200,2000000,1e-06,0.3995916666666667,0.13725,est
137,ASTRAL-II,QR,37,8,0,11.05,0.048568,11,200,2000000,1e-06,0.185375,0.27375,est
138,ASTRAL-II,QR,38,6,0,3.05,0.04864,11,200,2000000,1e-06,0.12733846153846154,0.22675,est
139,ASTRAL-II,QR,39,6,0,3.12,0.048128,11,200,2000000,1e-06,0.103125,0.189625,est
140,ASTRAL-II,QR,40,2,0,1.3,0.046748,11,200,2000000,1e-06,0.8335794094794119,0.249625,est
141,ASTRAL-II,QR,41,6,0,1.27,0.046564,11,200,2000000,1e-06,0.225375,0.133,est
142,ASTRAL-II,QR,42,6,0,1.25,0.049752,11,200,2000000,1e-06,0.12460750915750914,0.151375,est
143,ASTRAL-II,QR,43,6,0,2.58,0.047516,11,200,2000000,1e-06,0.22759069541569538,0.179625,est
144,ASTRAL-II,QR,44,8,0,2.66,0.046728,11,200,2000000,1e-06,0.07877142857142858,0.200875,est
145,ASTRAL-II,QR,45,8,0,2.18,0.0461,11,200,2000000,1e-06,0.213875,0.158,est
146,ASTRAL-II,QR,46,0,1,2.19,0.049304,11,200,2000000,1e-06,0.18825574425574418,0.1885,est
147,ASTRAL-II,QR,47,6,0,1.36,0.04668,11,200,2000000,1e-06,0.13025,0.150125,est
148,ASTRAL-II,QR,48,4,0,1.5,0.046148,11,200,2000000,1e-06,0.269625,0.294,est
149,ASTRAL-II,QR,49,8,0,1.44,0.046512,11,200,2000000,1e-06,0.27881666666666666,0.097125,est
150,ASTRAL-II,QR*,0,6,0,1.97,0.047436,11,200,2000000,1e-06,0.172,0.183,est
151,ASTRAL-II,QR*,1,4,0,2.23,0.047208,11,200,2000000,1e-06,0.07575,0.158375,est
152,ASTRAL-II,QR*,2,6,0,2.03,0.045596,11,200,2000000,1e-06,0.11475,0.212625,est
153,ASTRAL-II,QR*,3,2,0,2.01,0.046012,11,200,2000000,1e-06,0.2881095238095233,0.151,est
154,ASTRAL-II,QR*,4,6,0,1.85,0.047948,11,200,2000000,1e-06,0.19815934065934043,0.161625,est
155,ASTRAL-II,QR*,5,6,0,1.99,0.046016,11,200,2000000,1e-06,0.12925,0.180375,est
156,ASTRAL-II,QR*,6,8,0,1.95,0.048372,11,200,2000000,1e-06,0.3922227522477513,0.107375,est
157,ASTRAL-II,QR*,7,4,0,11.89,0.047248,11,200,2000000,1e-06,0.0775,0.243875,est
158,ASTRAL-II,QR*,8,4,0,10.53,0.046828,11,200,2000000,1e-06,0.1255,0.164625,est
159,ASTRAL-II,QR*,9,10,0,10.58,0.048664,11,200,2000000,1e-06,0.22516217948717948,0.27825,est
160,ASTRAL-II,QR*,10,8,0,1.58,0.05048,11,200,2000000,1e-06,0.2679089743589743,0.24025,est
161,ASTRAL-II,QR*,11,2,0,1.52,0.046192,11,200,2000000,1e-06,0.070875,0.17625,est
162,ASTRAL-II,QR*,12,4,0,1.52,0.046212,11,200,2000000,1e-06,0.150125,0.27525,est
163,ASTRAL-II,QR*,13,4,0,1.55,0.047948,11,200,2000000,1e-06,0.23647184482184483,0.215875,est
164,ASTRAL-II,QR*,14,6,0,1.62,0.047744,11,200,2000000,1e-06,0.20087500000000003,0.09225,est
165,ASTRAL-II,QR*,15,2,0,1.59,0.050192,11,200,2000000,1e-06,0.27075,0.137125,est
166,ASTRAL-II,QR*,16,6,0,1.51,0.046704,11,200,2000000,1e-06,0.3478017094017093,0.195,est
167,ASTRAL-II,QR*,17,6,0,1.69,0.046296,11,200,2000000,1e-06,0.153125,0.139625,est
168,ASTRAL-II,QR*,18,8,0,1.6,0.047196,11,200,2000000,1e-06,0.20442500000000002,0.131375,est
169,ASTRAL-II,QR*,19,6,0,1.91,0.046408,11,200,2000000,1e-06,0.2763665834165834,0.263,est
170,ASTRAL-II,QR*,20,8,0,10.75,0.04646,11,200,2000000,1e-06,0.228875,0.20825,est
171,ASTRAL-II,QR*,21,4,0,10.62,0.046676,11,200,2000000,1e-06,0.158625,0.126,est
172,ASTRAL-II,QR*,22,6,0,1.67,0.04662,11,200,2000000,1e-06,0.22096666666666667,0.126125,est
173,ASTRAL-II,QR*,23,8,0,1.7,0.046416,11,200,2000000,1e-06,0.5730173576423575,0.23925,est
174,ASTRAL-II,QR*,24,4,0,1.52,0.044784,11,200,2000000,1e-06,0.19075,0.18175,est
175,ASTRAL-II,QR*,25,6,0,8.99,0.046624,11,200,2000000,1e-06,0.18445833333333334,0.179625,est
176,ASTRAL-II,QR*,26,6,0,8.8,0.0462,11,200,2000000,1e-06,0.127625,0.123875,est
177,ASTRAL-II,QR*,27,8,0,8.91,0.045464,11,200,2000000,1e-06,0.084875,0.120375,est
178,ASTRAL-II,QR*,28,6,0,8.97,0.049776,11,200,2000000,1e-06,0.3486511238761234,0.0835,est
179,ASTRAL-II,QR*,29,8,0,10.62,0.04738,11,200,2000000,1e-06,0.20425,0.15625,est
180,ASTRAL-II,QR*,30,4,0,1.69,0.046584,11,200,2000000,1e-06,0.35647753080253086,0.21575,est
181,ASTRAL-II,QR*,31,6,0,1.9,0.046016,11,200,2000000,1e-06,0.27555660173160174,0.14475,est
182,ASTRAL-II,QR*,32,6,0,1.67,0.0485,11,200,2000000,1e-06,0.141,0.0985,est
183,ASTRAL-II,QR*,33,6,0,1.84,0.045752,11,200,2000000,1e-06,0.11275,0.12125,est
184,ASTRAL-II,QR*,34,4,0,2.11,0.04524,11,200,2000000,1e-06,0.06165961538461539,0.108625,est
185,ASTRAL-II,QR*,35,6,0,3.18,0.046764,11,200,2000000,1e-06,0.087,0.061,est
186,ASTRAL-II,QR*,36,6,0,2.01,0.04724,11,200,2000000,1e-06,0.3995916666666667,0.13725,est
187,ASTRAL-II,QR*,37,6,0,2.01,0.046044,11,200,2000000,1e-06,0.185375,0.27375,est
188,ASTRAL-II,QR*,38,10,0,1.9,0.046164,11,200,2000000,1e-06,0.12733846153846154,0.22675,est
189,ASTRAL-II,QR*,39,4,0,2.0,0.046548,11,200,2000000,1e-06,0.103125,0.189625,est
190,ASTRAL-II,QR*,40,2,0,1.5,0.046384,11,200,2000000,1e-06,0.8335794094794119,0.249625,est
191,ASTRAL-II,QR*,41,2,0,1.59,0.048436,11,200,2000000,1e-06,0.225375,0.133,est
192,ASTRAL-II,QR*,42,6,0,1.49,0.045924,11,200,2000000,1e-06,0.12460750915750914,0.151375,est
193,ASTRAL-II,QR*,43,6,0,1.93,0.046684,11,200,2000000,1e-06,0.22759069541569538,0.179625,est
194,ASTRAL-II,QR*,44,4,0,13.25,0.047356,11,200,2000000,1e-06,0.07877142857142858,0.200875,est
195,ASTRAL-II,QR*,45,8,0,1.52,0.047544,11,200,2000000,1e-06,0.213875,0.158,est
196,ASTRAL-II,QR*,46,8,0,1.65,0.04572,11,200,2000000,1e-06,0.18825574425574418,0.1885,est
197,ASTRAL-II,QR*,47,4,0,1.67,0.047596,11,200,2000000,1e-06,0.13025,0.150125,est
198,ASTRAL-II,QR*,48,6,0,1.54,0.046204,11,200,2000000,1e-06,0.269625,0.294,est
199,ASTRAL-II,QR*,49,4,0,1.59,0.04612,11,200,2000000,1e-06,0.27881666666666666,0.097125,est
200,ASTRAL-II,QR,0,8,0,1.77,0.05242,11,50,2000000,1e-06,0.172,0.183,est
201,ASTRAL-II,QR,1,4,0,1.83,0.046084,11,50,2000000,1e-06,0.07575,0.158375,est
202,ASTRAL-II,QR,2,10,0,1.81,0.04894,11,50,2000000,1e-06,0.11475,0.212625,est
203,ASTRAL-II,QR,3,8,0,1.69,0.045772,11,50,2000000,1e-06,0.2881095238095233,0.151,est
204,ASTRAL-II,QR,4,8,0,1.57,0.046664,11,50,2000000,1e-06,0.19815934065934043,0.161625,est
205,ASTRAL-II,QR,5,6,0,1.76,0.053512,11,50,2000000,1e-06,0.12925,0.180375,est
206,ASTRAL-II,QR,6,10,0,1.71,0.047556,11,50,2000000,1e-06,0.3922227522477513,0.107375,est
207,ASTRAL-II,QR,7,4,0,1.64,0.053904,11,50,2000000,1e-06,0.0775,0.243875,est
208,ASTRAL-II,QR,8,6,0,1.63,0.046784,11,50,2000000,1e-06,0.1255,0.164625,est
209,ASTRAL-II,QR,9,10,0,1.77,0.047936,11,50,2000000,1e-06,0.22516217948717948,0.27825,est
210,ASTRAL-II,QR,10,10,0,1.75,0.045904,11,50,2000000,1e-06,0.2679089743589743,0.24025,est
211,ASTRAL-II,QR,11,14,0,2.24,0.046624,11,50,2000000,1e-06,0.070875,0.17625,est
212,ASTRAL-II,QR,12,14,0,1.82,0.046872,11,50,2000000,1e-06,0.150125,0.27525,est
213,ASTRAL-II,QR,13,8,0,1.78,0.047632,11,50,2000000,1e-06,0.23647184482184483,0.215875,est
214,ASTRAL-II,QR,14,10,0,2.02,0.047004,11,50,2000000,1e-06,0.20087500000000003,0.09225,est
215,ASTRAL-II,QR,15,10,0,1.86,0.046624,11,50,2000000,1e-06,0.27075,0.137125,est
216,ASTRAL-II,QR,16,8,0,1.99,0.047216,11,50,2000000,1e-06,0.3478017094017093,0.195,est
217,ASTRAL-II,QR,17,8,0,1.76,0.046984,11,50,2000000,1e-06,0.153125,0.139625,est
218,ASTRAL-II,QR,18,6,0,1.71,0.046672,11,50,2000000,1e-06,0.20442500000000002,0.131375,est
219,ASTRAL-II,QR,19,10,0,1.84,0.050768,11,50,2000000,1e-06,0.2763665834165834,0.263,est
220,ASTRAL-II,QR,20,10,0,1.64,0.04726,11,50,2000000,1e-06,0.228875,0.20825,est
221,ASTRAL-II,QR,21,10,0,1.69,0.051956,11,50,2000000,1e-06,0.158625,0.126,est
222,ASTRAL-II,QR,22,8,0,2.04,0.047164,11,50,2000000,1e-06,0.22096666666666667,0.126125,est
223,ASTRAL-II,QR,23,8,0,1.83,0.046908,11,50,2000000,1e-06,0.5730173576423575,0.23925,est
224,ASTRAL-II,QR,24,8,0,1.62,0.046232,11,50,2000000,1e-06,0.19075,0.18175,est
225,ASTRAL-II,QR,25,8,0,2.0,0.047628,11,50,2000000,1e-06,0.18445833333333334,0.179625,est
226,ASTRAL-II,QR,26,6,0,1.88,0.047844,11,50,2000000,1e-06,0.127625,0.123875,est
227,ASTRAL-II,QR,27,10,0,3.77,0.053644,11,50,2000000,1e-06,0.084875,0.120375,est
228,ASTRAL-II,QR,28,8,0,3.79,0.046828,11,50,2000000,1e-06,0.3486511238761234,0.0835,est
229,ASTRAL-II,QR,29,4,0,1.34,0.04592,11,50,2000000,1e-06,0.20425,0.15625,est
230,ASTRAL-II,QR,30,6,0,1.48,0.050552,11,50,2000000,1e-06,0.35647753080253086,0.21575,est
231,ASTRAL-II,QR,31,10,0,1.37,0.045472,11,50,2000000,1e-06,0.27555660173160174,0.14475,est
232,ASTRAL-II,QR,32,6,0,1.82,0.04778,11,50,2000000,1e-06,0.141,0.0985,est
233,ASTRAL-II,QR,33,8,0,1.95,0.046308,11,50,2000000,1e-06,0.11275,0.12125,est
234,ASTRAL-II,QR,34,8,0,1.22,0.050936,11,50,2000000,1e-06,0.06165961538461539,0.108625,est
235,ASTRAL-II,QR,35,8,0,1.23,0.047464,11,50,2000000,1e-06,0.087,0.061,est
236,ASTRAL-II,QR,36,8,0,1.39,0.04716,11,50,2000000,1e-06,0.3995916666666667,0.13725,est
237,ASTRAL-II,QR,37,12,0,1.45,0.049012,11,50,2000000,1e-06,0.185375,0.27375,est
238,ASTRAL-II,QR,38,12,0,1.44,0.046776,11,50,2000000,1e-06,0.12733846153846154,0.22675,est
239,ASTRAL-II,QR,39,10,0,2.0,0.048048,11,50,2000000,1e-06,0.103125,0.189625,est
240,ASTRAL-II,QR,40,4,0,1.83,0.053548,11,50,2000000,1e-06,0.8335794094794119,0.249625,est
241,ASTRAL-II,QR,41,8,0,1.25,0.047472,11,50,2000000,1e-06,0.225375,0.133,est
242,ASTRAL-II,QR,42,6,0,1.3,0.046492,11,50,2000000,1e-06,0.12460750915750914,0.151375,est
243,ASTRAL-II,QR,43,10,0,1.27,0.047232,11,50,2000000,1e-06,0.22759069541569538,0.179625,est
244,ASTRAL-II,QR,44,10,0,1.34,0.045716,11,50,2000000,1e-06,0.07877142857142858,0.200875,est
245,ASTRAL-II,QR,45,6,0,3.58,0.046324,11,50,2000000,1e-06,0.213875,0.158,est
