,dataset,method,qrcoef,qrratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
1453,ASTRAL-III,QR (LE),1.000000e+03,1,3,20,0,66.19,0.219444,101,1000,400,,,est
1454,ASTRAL-III,QR (LE),1.000000e+03,1,4,18,0,67.04,0.218536,101,1000,400,,,est
1455,ASTRAL-III,QR (LE),1.000000e+03,1,5,14,0,51.13,0.219908,101,1000,400,,,est
1456,ASTRAL-III,QR (LE),1.000000e+03,1,6,14,0,56.56,0.219408,101,1000,400,,,est
1457,ASTRAL-III,QR (LE),1.000000e+03,1,7,30,0,55.55,0.21848,101,1000,400,,,est
1458,ASTRAL-III,QR (LE),1.000000e+03,1,8,18,0,50.58,0.220056,101,1000,400,,,est
1459,ASTRAL-III,QR (LE),1.000000e+03,1,9,22,0,53.63,0.221416,101,1000,400,,,est
1460,ASTRAL-III,QR (LE),1.000000e+03,1,10,16,0,65.16,0.219904,101,1000,400,,,est
1461,ASTRAL-III,QR (LE),1.000000e+03,1,11,14,0,65.04,0.218556,101,1000,400,,,est
1462,ASTRAL-III,QR (LE),1.000000e+03,1,12,12,0,66.15,0.219388,101,1000,400,,,est
1463,ASTRAL-III,QR (LE),1.000000e+03,1,13,18,0,59.0,0.219564,101,1000,400,,,est
1464,ASTRAL-III,QR (LE),1.000000e+03,1,14,24,0,64.06,0.218608,101,1000,400,,,est
1465,ASTRAL-III,QR (LE),1.000000e+03,1,15,16,0,64.87,0.219948,101,1000,400,,,est
1466,ASTRAL-III,QR (LE),1.000000e+03,1,16,14,0,53.58,0.219316,101,1000,400,,,est
1467,ASTRAL-III,QR (LE),1.000000e+03,1,17,18,0,59.45,0.22018,101,1000,400,,,est
1468,ASTRAL-III,QR (LE),1.000000e+03,1,18,16,0,52.29,0.21966,101,1000,400,,,est
1469,ASTRAL-III,QR (LE),1.000000e+03,1,19,16,0,52.53,0.223616,101,1000,400,,,est
1470,ASTRAL-III,QR (LE),1.000000e+03,1,20,26,0,53.83,0.21868,101,1000,400,,,est
1471,ASTRAL-III,QR (LE),1.000000e+03,1,21,18,0,51.66,0.219008,101,1000,400,,,est
1472,ASTRAL-III,QR (LE),1.000000e+03,1,22,20,0,50.93,0.218492,101,1000,400,,,est
1473,ASTRAL-III,QR (LE),1.000000e+03,1,23,8,0,50.42,0.22122,101,1000,400,,,est
1474,ASTRAL-III,QR (LE),1.000000e+03,1,24,18,0,49.48,0.220796,101,1000,400,,,est
1475,ASTRAL-III,QR (LE),1.000000e+03,1,25,28,0,50.58,0.2187,101,1000,400,,,est
1476,ASTRAL-III,QR (LE),1.000000e+03,1,26,20,0,66.4,0.219552,101,1000,400,,,est
1477,ASTRAL-III,QR (LE),1.000000e+03,1,27,20,0,65.89,0.219248,101,1000,400,,,est
1478,ASTRAL-III,QR (LE),1.000000e+03,1,28,20,0,66.95,0.219236,101,1000,400,,,est
1479,ASTRAL-III,QR (LE),1.000000e+03,1,29,20,0,66.66,0.219756,101,1000,400,,,est
1480,ASTRAL-III,QR (LE),1.000000e+03,1,30,8,0,52.98,0.219412,101,1000,400,,,est
1481,ASTRAL-III,QR (LE),1.000000e+03,1,31,16,0,55.9,0.218736,101,1000,400,,,est
1482,ASTRAL-III,QR (LE),1.000000e+03,1,32,22,0,56.57,0.21858,101,1000,400,,,est
1483,ASTRAL-III,QR (LE),1.000000e+03,1,33,30,0,52.53,0.219392,101,1000,400,,,est
1484,ASTRAL-III,QR (LE),1.000000e+03,1,34,20,0,53.71,0.219876,101,1000,400,,,est
1485,ASTRAL-III,QR (LE),1.000000e+03,1,35,10,0,66.4,0.219848,101,1000,400,,,est
1486,ASTRAL-III,QR (LE),1.000000e+03,1,36,18,0,67.07,0.220424,101,1000,400,,,est
1487,ASTRAL-III,QR (LE),1.000000e+03,1,37,20,0,66.68,0.219328,101,1000,400,,,est
1488,ASTRAL-III,QR (LE),1.000000e+03,1,38,26,0,58.45,0.220144,101,1000,400,,,est
1489,ASTRAL-III,QR (LE),1.000000e+03,1,39,10,0,62.83,0.219008,101,1000,400,,,est
1490,ASTRAL-III,QR (LE),1.000000e+03,1,40,22,0,66.17,0.218336,101,1000,400,,,est
1491,ASTRAL-III,QR (LE),1.000000e+03,1,41,8,0,58.81,0.221192,101,1000,400,,,est
1492,ASTRAL-III,QR (LE),1.000000e+03,1,42,24,0,66.59,0.22144,101,1000,400,,,est
1493,ASTRAL-III,QR (LE),1.000000e+03,1,43,24,0,65.19,0.218712,101,1000,400,,,est
1494,ASTRAL-III,QR (LE),1.000000e+03,1,44,16,0,57.9,0.219588,101,1000,400,,,est
1495,ASTRAL-III,QR (LE),1.000000e+03,1,45,24,0,66.26,0.219256,101,1000,400,,,est
1496,ASTRAL-III,QR (LE),1.000000e+03,1,46,20,0,66.36,0.218896,101,1000,400,,,est
1497,ASTRAL-III,QR (LE),1.000000e+03,1,47,16,0,67.44,0.2179,101,1000,400,,,est
1498,ASTRAL-III,QR (LE),1.000000e+03,1,48,24,0,67.82,0.218948,101,1000,400,,,est
1499,ASTRAL-III,QR (LE),1.000000e+03,1,49,18,0,66.49,0.222072,101,1000,400,,,est
1500,ASTRAL-III,QR (LE),0.000000e+00,1,0,22,0,55.72,0.221472,101,1000,200,,,est
1501,ASTRAL-III,QR (LE),0.000000e+00,1,1,6,0,59.59,0.223272,101,1000,200,,,est
1502,ASTRAL-III,QR (LE),0.000000e+00,1,2,4,0,53.72,0.218852,101,1000,200,,,est
1503,ASTRAL-III,QR (LE),0.000000e+00,1,3,0,1,51.74,0.2212,101,1000,200,,,est
1504,ASTRAL-III,QR (LE),0.000000e+00,1,4,0,1,48.32,0.219288,101,1000,200,,,est
1505,ASTRAL-III,QR (LE),0.000000e+00,1,5,2,0,66.25,0.219304,101,1000,200,,,est
1506,ASTRAL-III,QR (LE),0.000000e+00,1,6,8,0,57.16,0.221316,101,1000,200,,,est
1507,ASTRAL-III,QR (LE),0.000000e+00,1,7,0,1,65.18,0.220784,101,1000,200,,,est
1508,ASTRAL-III,QR (LE),0.000000e+00,1,8,8,0,64.95,0.219516,101,1000,200,,,est
1509,ASTRAL-III,QR (LE),0.000000e+00,1,9,2,0,63.65,0.218304,101,1000,200,,,est
1510,ASTRAL-III,QR (LE),0.000000e+00,1,10,10,0,59.32,0.218396,101,1000,200,,,est
1511,ASTRAL-III,QR (LE),0.000000e+00,1,11,4,0,51.3,0.218568,101,1000,200,,,est
1512,ASTRAL-III,QR (LE),0.000000e+00,1,12,6,0,47.9,0.21964,101,1000,200,,,est
1513,ASTRAL-III,QR (LE),0.000000e+00,1,13,18,0,53.62,0.223768,101,1000,200,,,est
1514,ASTRAL-III,QR (LE),0.000000e+00,1,14,8,0,48.37,0.219248,101,1000,200,,,est
1515,ASTRAL-III,QR (LE),0.000000e+00,1,15,18,0,50.45,0.21942,101,1000,200,,,est
1516,ASTRAL-III,QR (LE),0.000000e+00,1,16,6,0,64.89,0.221184,101,1000,200,,,est
1517,ASTRAL-III,QR (LE),0.000000e+00,1,17,2,0,47.69,0.219612,101,1000,200,,,est
1518,ASTRAL-III,QR (LE),0.000000e+00,1,18,4,0,56.26,0.220588,101,1000,200,,,est
1519,ASTRAL-III,QR (LE),0.000000e+00,1,19,2,0,54.99,0.221468,101,1000,200,,,est
1520,ASTRAL-III,QR (LE),0.000000e+00,1,20,4,0,57.56,0.219312,101,1000,200,,,est
1521,ASTRAL-III,QR (LE),0.000000e+00,1,21,8,0,53.02,0.22448,101,1000,200,,,est
1522,ASTRAL-III,QR (LE),0.000000e+00,1,22,2,0,65.17,0.22084,101,1000,200,,,est
1523,ASTRAL-III,QR (LE),0.000000e+00,1,23,10,0,64.85,0.221544,101,1000,200,,,est
1524,ASTRAL-III,QR (LE),0.000000e+00,1,24,6,0,51.45,0.22094,101,1000,200,,,est
1525,ASTRAL-III,QR (LE),0.000000e+00,1,25,0,1,49.11,0.219892,101,1000,200,,,est
1526,ASTRAL-III,QR (LE),0.000000e+00,1,26,10,0,52.29,0.22266,101,1000,200,,,est
1527,ASTRAL-III,QR (LE),0.000000e+00,1,27,6,0,49.34,0.226804,101,1000,200,,,est
1528,ASTRAL-III,QR (LE),0.000000e+00,1,28,4,0,56.47,0.218928,101,1000,200,,,est
1529,ASTRAL-III,QR (LE),0.000000e+00,1,29,6,0,64.57,0.220956,101,1000,200,,,est
1530,ASTRAL-III,QR (LE),0.000000e+00,1,30,18,0,66.71,0.219376,101,1000,200,,,est
1531,ASTRAL-III,QR (LE),0.000000e+00,1,31,6,0,60.37,0.220316,101,1000,200,,,est
1532,ASTRAL-III,QR (LE),0.000000e+00,1,32,8,0,64.98,0.21846,101,1000,200,,,est
1533,ASTRAL-III,QR (LE),0.000000e+00,1,33,6,0,64.12,0.218684,101,1000,200,,,est
1534,ASTRAL-III,QR (LE),0.000000e+00,1,34,10,0,63.12,0.224524,101,1000,200,,,est
1535,ASTRAL-III,QR (LE),0.000000e+00,1,35,6,0,66.85,0.217844,101,1000,200,,,est
1536,ASTRAL-III,QR (LE),0.000000e+00,1,36,4,0,67.2,0.218652,101,1000,200,,,est
1537,ASTRAL-III,QR (LE),0.000000e+00,1,37,0,1,66.23,0.218556,101,1000,200,,,est
1538,ASTRAL-III,QR (LE),0.000000e+00,1,38,2,0,64.52,0.221724,101,1000,200,,,est
1539,ASTRAL-III,QR (LE),0.000000e+00,1,39,10,0,58.68,0.220668,101,1000,200,,,est
1540,ASTRAL-III,QR (LE),0.000000e+00,1,40,0,1,65.61,0.221056,101,1000,200,,,est
1541,ASTRAL-III,QR (LE),0.000000e+00,1,41,6,0,63.74,0.21852,101,1000,200,,,est
1542,ASTRAL-III,QR (LE),0.000000e+00,1,42,16,0,64.51,0.2186,101,1000,200,,,est
1543,ASTRAL-III,QR (LE),0.000000e+00,1,43,2,0,52.1,0.219312,101,1000,200,,,est
1544,ASTRAL-III,QR (LE),0.000000e+00,1,44,2,0,48.87,0.217484,101,1000,200,,,est
1545,ASTRAL-III,QR (LE),0.000000e+00,1,45,2,0,50.57,0.225476,101,1000,200,,,est
1546,ASTRAL-III,QR (LE),0.000000e+00,1,46,0,1,47.63,0.219432,101,1000,200,,,est
1547,ASTRAL-III,QR (LE),0.000000e+00,1,47,4,0,51.76,0.217564,101,1000,200,,,est
1548,ASTRAL-III,QR (LE),0.000000e+00,1,48,6,0,66.82,0.220144,101,1000,200,,,est
1549,ASTRAL-III,QR (LE),0.000000e+00,1,49,4,0,63.93,0.220688,101,1000,200,,,est
1550,ASTRAL-III,QR (LE),1.000000e-05,1,0,22,0,53.93,0.219552,101,1000,200,,,est
1551,ASTRAL-III,QR (LE),1.000000e-05,1,1,6,0,60.08,0.218676,101,1000,200,,,est
1552,ASTRAL-III,QR (LE),1.000000e-05,1,2,6,0,53.07,0.218372,101,1000,200,,,est
1553,ASTRAL-III,QR (LE),1.000000e-05,1,3,0,1,52.03,0.220904,101,1000,200,,,est
1554,ASTRAL-III,QR (LE),1.000000e-05,1,4,0,1,48.41,0.222604,101,1000,200,,,est
1555,ASTRAL-III,QR (LE),1.000000e-05,1,5,4,0,66.66,0.219196,101,1000,200,,,est
1556,ASTRAL-III,QR (LE),1.000000e-05,1,6,4,0,57.74,0.219908,101,1000,200,,,est
1557,ASTRAL-III,QR (LE),1.000000e-05,1,7,0,1,65.8,0.219228,101,1000,200,,,est
1558,ASTRAL-III,QR (LE),1.000000e-05,1,8,8,0,59.36,0.21944,101,1000,200,,,est
1559,ASTRAL-III,QR (LE),1.000000e-05,1,9,2,0,63.13,0.220036,101,1000,200,,,est
1560,ASTRAL-III,QR (LE),1.000000e-05,1,10,10,0,65.03,0.220444,101,1000,200,,,est
1561,ASTRAL-III,QR (LE),1.000000e-05,1,11,8,0,50.51,0.219404,101,1000,200,,,est
1562,ASTRAL-III,QR (LE),1.000000e-05,1,12,6,0,48.13,0.218812,101,1000,200,,,est
1563,ASTRAL-III,QR (LE),1.000000e-05,1,13,14,0,52.65,0.224308,101,1000,200,,,est
1564,ASTRAL-III,QR (LE),1.000000e-05,1,14,4,0,48.12,0.2234,101,1000,200,,,est
1565,ASTRAL-III,QR (LE),1.000000e-05,1,15,18,0,50.72,0.221384,101,1000,200,,,est
1566,ASTRAL-III,QR (LE),1.000000e-05,1,16,6,0,64.76,0.218508,101,1000,200,,,est
1567,ASTRAL-III,QR (LE),1.000000e-05,1,17,2,0,49.24,0.225252,101,1000,200,,,est
1568,ASTRAL-III,QR (LE),1.000000e-05,1,18,4,0,56.87,0.218328,101,1000,200,,,est
1569,ASTRAL-III,QR (LE),1.000000e-05,1,19,2,0,54.98,0.221808,101,1000,200,,,est
1570,ASTRAL-III,QR (LE),1.000000e-05,1,20,8,0,53.62,0.222316,101,1000,200,,,est
1571,ASTRAL-III,QR (LE),1.000000e-05,1,21,8,0,53.31,0.21802,101,1000,200,,,est
1572,ASTRAL-III,QR (LE),1.000000e-05,1,22,2,0,97.3,0.2191,101,1000,200,,,est
1573,ASTRAL-III,QR (LE),1.000000e-05,1,23,4,0,65.09,0.224536,101,1000,200,,,est
1574,ASTRAL-III,QR (LE),1.000000e-05,1,24,6,0,51.03,0.217964,101,1000,200,,,est
1575,ASTRAL-III,QR (LE),1.000000e-05,1,25,0,1,49.25,0.219316,101,1000,200,,,est
1576,ASTRAL-III,QR (LE),1.000000e-05,1,26,10,0,52.54,0.219692,101,1000,200,,,est
1577,ASTRAL-III,QR (LE),1.000000e-05,1,27,6,0,48.43,0.219588,101,1000,200,,,est
1578,ASTRAL-III,QR (LE),1.000000e-05,1,28,4,0,63.72,0.221044,101,1000,200,,,est
1579,ASTRAL-III,QR (LE),1.000000e-05,1,29,6,0,64.57,0.2255,101,1000,200,,,est
1580,ASTRAL-III,QR (LE),1.000000e-05,1,30,22,0,60.52,0.221428,101,1000,200,,,est
1581,ASTRAL-III,QR (LE),1.000000e-05,1,31,4,0,66.47,0.218328,101,1000,200,,,est
1582,ASTRAL-III,QR (LE),1.000000e-05,1,32,4,0,57.15,0.21904,101,1000,200,,,est
1583,ASTRAL-III,QR (LE),1.000000e-05,1,33,6,0,58.9,0.220688,101,1000,200,,,est
1584,ASTRAL-III,QR (LE),1.000000e-05,1,34,4,0,64.05,0.220128,101,1000,200,,,est
1585,ASTRAL-III,QR (LE),1.000000e-05,1,35,6,0,67.83,0.218428,101,1000,200,,,est
1586,ASTRAL-III,QR (LE),1.000000e-05,1,36,4,0,66.62,0.218576,101,1000,200,,,est
1587,ASTRAL-III,QR (LE),1.000000e-05,1,37,12,0,68.34,0.218504,101,1000,200,,,est
1588,ASTRAL-III,QR (LE),1.000000e-05,1,38,2,0,62.33,0.219528,101,1000,200,,,est
1589,ASTRAL-III,QR (LE),1.000000e-05,1,39,14,0,65.91,0.21876,101,1000,200,,,est
1590,ASTRAL-III,QR (LE),1.000000e-05,1,40,0,1,65.95,0.219384,101,1000,200,,,est
1591,ASTRAL-III,QR (LE),1.000000e-05,1,41,6,0,64.87,0.219004,101,1000,200,,,est
1592,ASTRAL-III,QR (LE),1.000000e-05,1,42,16,0,56.91,0.222716,101,1000,200,,,est
1593,ASTRAL-III,QR (LE),1.000000e-05,1,43,2,0,57.88,0.22084,101,1000,200,,,est
1594,ASTRAL-III,QR (LE),1.000000e-05,1,44,2,0,49.77,0.21738,101,1000,200,,,est
1595,ASTRAL-III,QR (LE),1.000000e-05,1,45,4,0,51.57,0.221984,101,1000,200,,,est
1596,ASTRAL-III,QR (LE),1.000000e-05,1,46,4,0,47.98,0.219864,101,1000,200,,,est
1597,ASTRAL-III,QR (LE),1.000000e-05,1,47,6,0,52.0,0.217712,101,1000,200,,,est
1598,ASTRAL-III,QR (LE),1.000000e-05,1,48,6,0,65.81,0.225076,101,1000,200,,,est
1599,ASTRAL-III,QR (LE),1.000000e-05,1,49,4,0,56.06,0.221636,101,1000,200,,,est
1600,ASTRAL-III,QR (LE),1.000000e-04,1,0,6,0,53.47,0.219564,101,1000,200,,,est
1601,ASTRAL-III,QR (LE),1.000000e-04,1,1,6,0,59.7,0.219732,101,1000,200,,,est
1602,ASTRAL-III,QR (LE),1.000000e-04,1,2,4,0,53.54,0.218772,101,1000,200,,,est
1603,ASTRAL-III,QR (LE),1.000000e-04,1,3,0,1,51.25,0.218304,101,1000,200,,,est
1604,ASTRAL-III,QR (LE),1.000000e-04,1,4,0,1,48.21,0.21848,101,1000,200,,,est
1605,ASTRAL-III,QR (LE),1.000000e-04,1,5,6,0,65.5,0.218248,101,1000,200,,,est
1606,ASTRAL-III,QR (LE),1.000000e-04,1,6,8,0,63.84,0.224624,101,1000,200,,,est
1607,ASTRAL-III,QR (LE),1.000000e-04,1,7,0,1,66.94,0.219816,101,1000,200,,,est
1608,ASTRAL-III,QR (LE),1.000000e-04,1,8,4,0,64.99,0.21874,101,1000,200,,,est
1609,ASTRAL-III,QR (LE),1.000000e-04,1,9,2,0,64.06,0.220292,101,1000,200,,,est
1610,ASTRAL-III,QR (LE),1.000000e-04,1,10,10,0,64.67,0.220104,101,1000,200,,,est
1611,ASTRAL-III,QR (LE),1.000000e-04,1,11,8,0,50.36,0.219264,101,1000,200,,,est
1612,ASTRAL-III,QR (LE),1.000000e-04,1,12,6,0,49.43,0.2203,101,1000,200,,,est
1613,ASTRAL-III,QR (LE),1.000000e-04,1,13,12,0,52.45,0.218592,101,1000,200,,,est
1614,ASTRAL-III,QR (LE),1.000000e-04,1,14,4,0,48.55,0.220552,101,1000,200,,,est
1615,ASTRAL-III,QR (LE),1.000000e-04,1,15,18,0,50.09,0.21932,101,1000,200,,,est
1616,ASTRAL-III,QR (LE),1.000000e-04,1,16,6,0,64.56,0.219692,101,1000,200,,,est
1617,ASTRAL-III,QR (LE),1.000000e-04,1,17,2,0,48.64,0.221344,101,1000,200,,,est
1618,ASTRAL-III,QR (LE),1.000000e-04,1,18,6,0,56.01,0.219084,101,1000,200,,,est
1619,ASTRAL-III,QR (LE),1.000000e-04,1,19,2,0,55.06,0.224808,101,1000,200,,,est
1620,ASTRAL-III,QR (LE),1.000000e-04,1,20,18,0,53.28,0.218992,101,1000,200,,,est
1621,ASTRAL-III,QR (LE),1.000000e-04,1,21,4,0,53.67,0.222244,101,1000,200,,,est
1622,ASTRAL-III,QR (LE),1.000000e-04,1,22,2,0,65.58,0.222036,101,1000,200,,,est
1623,ASTRAL-III,QR (LE),1.000000e-04,1,23,16,0,94.64,0.2208,101,1000,200,,,est
1624,ASTRAL-III,QR (LE),1.000000e-04,1,24,2,0,50.87,0.222316,101,1000,200,,,est
1625,ASTRAL-III,QR (LE),1.000000e-04,1,25,6,0,49.03,0.218832,101,1000,200,,,est
1626,ASTRAL-III,QR (LE),1.000000e-04,1,26,10,0,52.23,0.220432,101,1000,200,,,est
1627,ASTRAL-III,QR (LE),1.000000e-04,1,27,6,0,48.62,0.221504,101,1000,200,,,est
1628,ASTRAL-III,QR (LE),1.000000e-04,1,28,4,0,63.93,0.21936,101,1000,200,,,est
1629,ASTRAL-III,QR (LE),1.000000e-04,1,29,6,0,65.43,0.220368,101,1000,200,,,est
1630,ASTRAL-III,QR (LE),1.000000e-04,1,30,12,0,58.01,0.21842,101,1000,200,,,est
1631,ASTRAL-III,QR (LE),1.000000e-04,1,31,4,0,67.86,0.218988,101,1000,200,,,est
1632,ASTRAL-III,QR (LE),1.000000e-04,1,32,8,0,64.62,0.219364,101,1000,200,,,est
1633,ASTRAL-III,QR (LE),1.000000e-04,1,33,6,0,65.02,0.2198,101,1000,200,,,est
1634,ASTRAL-III,QR (LE),1.000000e-04,1,34,10,0,63.81,0.218272,101,1000,200,,,est
1635,ASTRAL-III,QR (LE),1.000000e-04,1,35,6,0,66.28,0.220756,101,1000,200,,,est
1636,ASTRAL-III,QR (LE),1.000000e-04,1,36,0,1,66.2,0.219088,101,1000,200,,,est
1637,ASTRAL-III,QR (LE),1.000000e-04,1,37,6,0,66.7,0.219628,101,1000,200,,,est
1638,ASTRAL-III,QR (LE),1.000000e-04,1,38,2,0,63.64,0.22134,101,1000,200,,,est
1639,ASTRAL-III,QR (LE),1.000000e-04,1,39,12,0,67.16,0.218716,101,1000,200,,,est
1640,ASTRAL-III,QR (LE),1.000000e-04,1,40,0,1,65.15,0.220052,101,1000,200,,,est
1641,ASTRAL-III,QR (LE),1.000000e-04,1,41,6,0,62.78,0.220848,101,1000,200,,,est
1642,ASTRAL-III,QR (LE),1.000000e-04,1,42,16,0,65.24,0.221328,101,1000,200,,,est
1643,ASTRAL-III,QR (LE),1.000000e-04,1,43,2,0,57.29,0.225016,101,1000,200,,,est
1644,ASTRAL-III,QR (LE),1.000000e-04,1,44,2,0,50.4,0.21792,101,1000,200,,,est
1645,ASTRAL-III,QR (LE),1.000000e-04,1,45,2,0,50.99,0.218972,101,1000,200,,,est
1646,ASTRAL-III,QR (LE),1.000000e-04,1,46,2,0,50.41,0.220244,101,1000,200,,,est
1647,ASTRAL-III,QR (LE),1.000000e-04,1,47,6,0,51.22,0.220404,101,1000,200,,,est
1648,ASTRAL-III,QR (LE),1.000000e-04,1,48,6,0,58.43,0.218808,101,1000,200,,,est
1649,ASTRAL-III,QR (LE),1.000000e-04,1,49,4,0,65.0,0.22008,101,1000,200,,,est
1650,ASTRAL-III,QR (LE),1.000000e-03,1,0,18,0,53.64,0.219444,101,1000,200,,,est
1651,ASTRAL-III,QR (LE),1.000000e-03,1,1,4,0,54.05,0.222192,101,1000,200,,,est
1652,ASTRAL-III,QR (LE),1.000000e-03,1,2,4,0,53.85,0.219776,101,1000,200,,,est
1653,ASTRAL-III,QR (LE),1.000000e-03,1,3,0,1,50.98,0.2218,101,1000,200,,,est
1654,ASTRAL-III,QR (LE),1.000000e-03,1,4,0,1,53.04,0.219464,101,1000,200,,,est
1655,ASTRAL-III,QR (LE),1.000000e-03,1,5,6,0,66.08,0.219748,101,1000,200,,,est
1656,ASTRAL-III,QR (LE),1.000000e-03,1,6,8,0,65.51,0.219532,101,1000,200,,,est
1657,ASTRAL-III,QR (LE),1.000000e-03,1,7,0,1,59.25,0.222268,101,1000,200,,,est
1658,ASTRAL-III,QR (LE),1.000000e-03,1,8,4,0,65.7,0.220184,101,1000,200,,,est
1659,ASTRAL-III,QR (LE),1.000000e-03,1,9,2,0,57.77,0.219752,101,1000,200,,,est
1660,ASTRAL-III,QR (LE),1.000000e-03,1,10,10,0,59.17,0.219648,101,1000,200,,,est
1661,ASTRAL-III,QR (LE),1.000000e-03,1,11,8,0,49.23,0.2236,101,1000,200,,,est
1662,ASTRAL-III,QR (LE),1.000000e-03,1,12,6,0,47.36,0.219268,101,1000,200,,,est
1663,ASTRAL-III,QR (LE),1.000000e-03,1,13,14,0,53.81,0.219196,101,1000,200,,,est
1664,ASTRAL-III,QR (LE),1.000000e-03,1,14,4,0,52.34,0.219664,101,1000,200,,,est
1665,ASTRAL-III,QR (LE),1.000000e-03,1,15,18,0,49.99,0.21876,101,1000,200,,,est
1666,ASTRAL-III,QR (LE),1.000000e-03,1,16,6,0,58.96,0.221144,101,1000,200,,,est
1667,ASTRAL-III,QR (LE),1.000000e-03,1,17,2,0,49.32,0.221704,101,1000,200,,,est
1668,ASTRAL-III,QR (LE),1.000000e-03,1,18,4,0,56.51,0.219332,101,1000,200,,,est
1669,ASTRAL-III,QR (LE),1.000000e-03,1,19,14,0,55.12,0.219408,101,1000,200,,,est
1670,ASTRAL-III,QR (LE),1.000000e-03,1,20,8,0,52.97,0.21832,101,1000,200,,,est
1671,ASTRAL-III,QR (LE),1.000000e-03,1,21,8,0,52.45,0.22384,101,1000,200,,,est
1672,ASTRAL-III,QR (LE),1.000000e-03,1,22,6,0,66.96,0.22004,101,1000,200,,,est
1673,ASTRAL-III,QR (LE),1.000000e-03,1,23,10,0,78.7,0.221252,101,1000,200,,,est
1674,ASTRAL-III,QR (LE),1.000000e-03,1,24,6,0,50.68,0.219112,101,1000,200,,,est
1675,ASTRAL-III,QR (LE),1.000000e-03,1,25,0,1,49.84,0.219612,101,1000,200,,,est
1676,ASTRAL-III,QR (LE),1.000000e-03,1,26,10,0,51.8,0.218224,101,1000,200,,,est
1677,ASTRAL-III,QR (LE),1.000000e-03,1,27,6,0,49.51,0.219404,101,1000,200,,,est
1678,ASTRAL-III,QR (LE),1.000000e-03,1,28,4,0,64.06,0.21978,101,1000,200,,,est
1679,ASTRAL-III,QR (LE),1.000000e-03,1,29,6,0,57.86,0.223076,101,1000,200,,,est
1680,ASTRAL-III,QR (LE),1.000000e-03,1,30,12,0,65.46,0.219096,101,1000,200,,,est
1681,ASTRAL-III,QR (LE),1.000000e-03,1,31,10,0,66.95,0.217772,101,1000,200,,,est
1682,ASTRAL-III,QR (LE),1.000000e-03,1,32,8,0,63.49,0.218452,101,1000,200,,,est
1683,ASTRAL-III,QR (LE),1.000000e-03,1,33,6,0,63.83,0.220128,101,1000,200,,,est
1684,ASTRAL-III,QR (LE),1.000000e-03,1,34,4,0,64.03,0.218508,101,1000,200,,,est
1685,ASTRAL-III,QR (LE),1.000000e-03,1,35,6,0,67.23,0.218012,101,1000,200,,,est
1686,ASTRAL-III,QR (LE),1.000000e-03,1,36,4,0,67.29,0.219704,101,1000,200,,,est
1687,ASTRAL-III,QR (LE),1.000000e-03,1,37,12,0,67.33,0.222556,101,1000,200,,,est
1688,ASTRAL-III,QR (LE),1.000000e-03,1,38,2,0,63.41,0.21884,101,1000,200,,,est
1689,ASTRAL-III,QR (LE),1.000000e-03,1,39,16,0,65.43,0.219024,101,1000,200,,,est
1690,ASTRAL-III,QR (LE),1.000000e-03,1,40,0,1,65.59,0.218796,101,1000,200,,,est
1691,ASTRAL-III,QR (LE),1.000000e-03,1,41,6,0,64.2,0.218696,101,1000,200,,,est
1692,ASTRAL-III,QR (LE),1.000000e-03,1,42,16,0,65.28,0.219312,101,1000,200,,,est
1693,ASTRAL-III,QR (LE),1.000000e-03,1,43,2,0,58.12,0.220188,101,1000,200,,,est
1694,ASTRAL-III,QR (LE),1.000000e-03,1,44,2,0,50.41,0.21826,101,1000,200,,,est
1695,ASTRAL-III,QR (LE),1.000000e-03,1,45,4,0,50.1,0.21836,101,1000,200,,,est
1696,ASTRAL-III,QR (LE),1.000000e-03,1,46,4,0,47.68,0.221208,101,1000,200,,,est
1697,ASTRAL-III,QR (LE),1.000000e-03,1,47,4,0,53.45,0.219212,101,1000,200,,,est
1698,ASTRAL-III,QR (LE),1.000000e-03,1,48,6,0,66.34,0.218996,101,1000,200,,,est
1699,ASTRAL-III,QR (LE),1.000000e-03,1,49,4,0,63.9,0.218596,101,1000,200,,,est
1700,ASTRAL-III,QR (LE),1.000000e-02,1,0,22,0,52.83,0.220376,101,1000,200,,,est
1701,ASTRAL-III,QR (LE),1.000000e-02,1,1,6,0,60.26,0.218824,101,1000,200,,,est
1702,ASTRAL-III,QR (LE),1.000000e-02,1,2,4,0,53.88,0.220912,101,1000,200,,,est
1703,ASTRAL-III,QR (LE),1.000000e-02,1,3,0,1,52.54,0.219508,101,1000,200,,,est
1704,ASTRAL-III,QR (LE),1.000000e-02,1,4,0,1,48.43,0.218992,101,1000,200,,,est
1705,ASTRAL-III,QR (LE),1.000000e-02,1,5,6,0,65.93,0.221912,101,1000,200,,,est
1706,ASTRAL-III,QR (LE),1.000000e-02,1,6,0,1,66.41,0.223116,101,1000,200,,,est
1707,ASTRAL-III,QR (LE),1.000000e-02,1,7,0,1,67.15,0.218388,101,1000,200,,,est
1708,ASTRAL-III,QR (LE),1.000000e-02,1,8,12,0,65.4,0.219952,101,1000,200,,,est
1709,ASTRAL-III,QR (LE),1.000000e-02,1,9,6,0,64.23,0.220092,101,1000,200,,,est
1710,ASTRAL-III,QR (LE),1.000000e-02,1,10,4,0,66.89,0.218716,101,1000,200,,,est
