,dataset,method,qrcoef,qrratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
1969,ASTRAL-III,QR (LE),1.000000e+03,1,19,18,0,56.14,0.218368,101,1000,200,,,est
1970,ASTRAL-III,QR (LE),1.000000e+03,1,20,26,0,53.26,0.219132,101,1000,200,,,est
1971,ASTRAL-III,QR (LE),1.000000e+03,1,21,18,0,54.87,0.221524,101,1000,200,,,est
1972,ASTRAL-III,QR (LE),1.000000e+03,1,22,20,0,66.99,0.21958,101,1000,200,,,est
1973,ASTRAL-III,QR (LE),1.000000e+03,1,23,8,0,81.57,0.219404,101,1000,200,,,est
1974,ASTRAL-III,QR (LE),1.000000e+03,1,24,18,0,52.29,0.21978,101,1000,200,,,est
1975,ASTRAL-III,QR (LE),1.000000e+03,1,25,28,0,50.03,0.21982,101,1000,200,,,est
1976,ASTRAL-III,QR (LE),1.000000e+03,1,26,20,0,53.66,0.223812,101,1000,200,,,est
1977,ASTRAL-III,QR (LE),1.000000e+03,1,27,20,0,49.68,0.218716,101,1000,200,,,est
1978,ASTRAL-III,QR (LE),1.000000e+03,1,28,18,0,66.57,0.221792,101,1000,200,,,est
1979,ASTRAL-III,QR (LE),1.000000e+03,1,29,20,0,65.95,0.224576,101,1000,200,,,est
1980,ASTRAL-III,QR (LE),1.000000e+03,1,30,10,0,65.82,0.22376,101,1000,200,,,est
1981,ASTRAL-III,QR (LE),1.000000e+03,1,31,16,0,65.62,0.2185,101,1000,200,,,est
1982,ASTRAL-III,QR (LE),1.000000e+03,1,32,22,0,66.81,0.219504,101,1000,200,,,est
1983,ASTRAL-III,QR (LE),1.000000e+03,1,33,30,0,66.57,0.221268,101,1000,200,,,est
1984,ASTRAL-III,QR (LE),1.000000e+03,1,34,20,0,65.85,0.219304,101,1000,200,,,est
1985,ASTRAL-III,QR (LE),1.000000e+03,1,35,10,0,66.94,0.218576,101,1000,200,,,est
1986,ASTRAL-III,QR (LE),1.000000e+03,1,36,18,0,58.67,0.219864,101,1000,200,,,est
1987,ASTRAL-III,QR (LE),1.000000e+03,1,37,26,0,66.66,0.21916,101,1000,200,,,est
1988,ASTRAL-III,QR (LE),1.000000e+03,1,38,26,0,66.4,0.220276,101,1000,200,,,est
1989,ASTRAL-III,QR (LE),1.000000e+03,1,39,10,0,63.79,0.2201,101,1000,200,,,est
1990,ASTRAL-III,QR (LE),1.000000e+03,1,40,22,0,67.05,0.21952,101,1000,200,,,est
1991,ASTRAL-III,QR (LE),1.000000e+03,1,41,8,0,57.77,0.2197,101,1000,200,,,est
1992,ASTRAL-III,QR (LE),1.000000e+03,1,42,24,0,66.85,0.220692,101,1000,200,,,est
1993,ASTRAL-III,QR (LE),1.000000e+03,1,43,24,0,52.87,0.220412,101,1000,200,,,est
1994,ASTRAL-III,QR (LE),1.000000e+03,1,44,16,0,48.72,0.217012,101,1000,200,,,est
1995,ASTRAL-III,QR (LE),1.000000e+03,1,45,22,0,51.91,0.219348,101,1000,200,,,est
1996,ASTRAL-III,QR (LE),1.000000e+03,1,46,20,0,49.67,0.223428,101,1000,200,,,est
1997,ASTRAL-III,QR (LE),1.000000e+03,1,47,16,0,52.35,0.217716,101,1000,200,,,est
1998,ASTRAL-III,QR (LE),1.000000e+03,1,48,24,0,67.33,0.219148,101,1000,200,,,est
1999,ASTRAL-III,QR (LE),1.000000e+03,1,49,18,0,67.4,0.219824,101,1000,200,,,est
