,dataset,method,qrcoef,abratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
1735,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,35,6,0,65.75,0.218964,101,1000,200,,,est
1736,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,36,0,1,55.84,0.21986,101,1000,200,,,est
1737,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,37,12,0,65.86,0.2183,101,1000,200,,,est
1738,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,38,2,0,58.96,0.22002,101,1000,200,,,est
1739,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,39,14,0,63.72,0.221196,101,1000,200,,,est
1740,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,40,0,1,85.28,0.218736,101,1000,200,,,est
1741,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,41,6,0,80.53,0.218572,101,1000,200,,,est
1742,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,42,16,0,85.53,0.218764,101,1000,200,,,est
1743,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,43,2,0,84.16,0.221052,101,1000,200,,,est
1744,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,44,2,0,84.71000000000001,0.220176,101,1000,200,,,est
1745,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,45,2,0,81.91,0.221672,101,1000,200,,,est
1746,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,46,4,0,78.73,0.218632,101,1000,200,,,est
1747,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,47,6,0,86.7,0.21822,101,1000,200,,,est
1748,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,48,6,0,84.67,0.218588,101,1000,200,,,est
1749,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,49,2,0,119.31,0.21846,101,1000,200,,,est
1750,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,0,4,0,88.48,0.219584,101,1000,200,,,est
1751,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,1,4,0,84.08,0.218512,101,1000,200,,,est
1752,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,2,4,0,90.35,0.218232,101,1000,200,,,est
1753,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,3,10,0,86.47,0.221332,101,1000,200,,,est
1754,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,4,0,1,88.33,0.218496,101,1000,200,,,est
1755,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,5,6,0,64.03,0.220264,101,1000,200,,,est
1756,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,6,4,0,63.28,0.221056,101,1000,200,,,est
1757,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,7,0,1,64.26,0.21716,101,1000,200,,,est
1758,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,8,4,0,63.53,0.2189,101,1000,200,,,est
1759,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,9,8,0,56.41,0.219356,101,1000,200,,,est
1760,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,10,4,0,65.12,0.220212,101,1000,200,,,est
1761,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,11,10,0,64.17,0.220104,101,1000,200,,,est
1762,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,12,4,0,53.84,0.219936,101,1000,200,,,est
1763,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,13,12,0,84.43,0.22164,101,1000,200,,,est
1764,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,14,4,0,83.89,0.218424,101,1000,200,,,est
1765,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,15,18,0,89.36,0.21904,101,1000,200,,,est
1766,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,16,6,0,63.23,0.219164,101,1000,200,,,est
1767,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,17,2,0,55.7,0.218856,101,1000,200,,,est
1768,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,18,4,0,63.36,0.218912,101,1000,200,,,est
1769,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,19,2,0,62.0,0.22146,101,1000,200,,,est
1770,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,20,4,0,66.91,0.219032,101,1000,200,,,est
1771,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,21,8,0,62.59,0.220916,101,1000,200,,,est
1772,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,22,6,0,57.15,0.218356,101,1000,200,,,est
1773,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,23,8,0,60.18,0.22022,101,1000,200,,,est
1774,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,24,4,0,60.52,0.219456,101,1000,200,,,est
1775,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,25,2,0,64.58,0.222396,101,1000,200,,,est
1776,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,26,8,0,64.27,0.219848,101,1000,200,,,est
1777,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,27,6,0,61.45,0.219788,101,1000,200,,,est
1778,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,28,4,0,59.74,0.220232,101,1000,200,,,est
1779,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,29,6,0,62.36,0.219088,101,1000,200,,,est
1780,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,30,12,0,61.26,0.219388,101,1000,200,,,est
1781,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,31,14,0,59.63,0.217788,101,1000,200,,,est
1782,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,32,8,0,61.83,0.21894,101,1000,200,,,est
1783,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,33,6,0,63.43,0.221136,101,1000,200,,,est
1784,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,34,4,0,52.86,0.220996,101,1000,200,,,est
1785,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,35,8,0,66.21,0.219716,101,1000,200,,,est
1786,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,36,6,0,64.28,0.220364,101,1000,200,,,est
1787,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,37,12,0,66.37,0.2187,101,1000,200,,,est
1788,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,38,2,0,61.3,0.225924,101,1000,200,,,est
1789,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,39,16,0,57.3,0.21958,101,1000,200,,,est
1790,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,40,0,1,87.44,0.220028,101,1000,200,,,est
1791,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,41,6,0,81.35,0.220096,101,1000,200,,,est
1792,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,42,16,0,86.96000000000001,0.218404,101,1000,200,,,est
1793,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,43,2,0,83.1,0.222312,101,1000,200,,,est
1794,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,44,2,0,85.53999999999999,0.219988,101,1000,200,,,est
1795,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,45,4,0,83.2,0.219932,101,1000,200,,,est
1796,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,46,4,0,80.78999999999999,0.220172,101,1000,200,,,est
1797,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,47,6,0,87.53999999999999,0.21876,101,1000,200,,,est
1798,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,48,8,0,85.73,0.220268,101,1000,200,,,est
1799,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,49,4,0,126.43,0.219604,101,1000,200,,,est
1800,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,0,16,0,89.08,0.222824,101,1000,200,,,est
1801,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,1,6,0,88.89,0.218616,101,1000,200,,,est
1802,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,2,4,0,91.61,0.2196,101,1000,200,,,est
1803,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,3,8,0,89.34,0.219856,101,1000,200,,,est
1804,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,4,2,0,91.61,0.21868,101,1000,200,,,est
1805,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,5,6,0,95.83,0.218824,101,1000,200,,,est
1806,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,6,8,0,58.22,0.219208,101,1000,200,,,est
1807,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,7,14,0,58.41,0.218,101,1000,200,,,est
1808,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,8,6,0,57.79,0.21956,101,1000,200,,,est
1809,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,9,2,0,64.75,0.219788,101,1000,200,,,est
1810,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,10,6,0,65.98,0.219764,101,1000,200,,,est
1811,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,11,16,0,65.65,0.218548,101,1000,200,,,est
1812,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,12,8,0,64.11,0.225004,101,1000,200,,,est
1813,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,13,18,0,87.16,0.222632,101,1000,200,,,est
1814,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,14,4,0,86.47,0.220468,101,1000,200,,,est
1815,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,15,18,0,89.53,0.22098,101,1000,200,,,est
1816,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,16,10,0,57.91,0.219064,101,1000,200,,,est
1817,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,17,2,0,58.84,0.218376,101,1000,200,,,est
1818,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,18,8,0,59.4,0.222452,101,1000,200,,,est
1819,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,19,18,0,64.23,0.220856,101,1000,200,,,est
1820,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,20,14,0,67.24,0.221228,101,1000,200,,,est
1821,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,21,4,0,58.76,0.219184,101,1000,200,,,est
1822,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,22,8,0,66.89,0.219244,101,1000,200,,,est
1823,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,23,8,0,64.75,0.219648,101,1000,200,,,est
1824,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,24,6,0,91.09,0.219296,101,1000,200,,,est
1825,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,25,10,0,65.09,0.221708,101,1000,200,,,est
1826,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,26,10,0,65.37,0.219808,101,1000,200,,,est
1827,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,27,6,0,64.44,0.220044,101,1000,200,,,est
1828,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,28,4,0,62.31,0.22002,101,1000,200,,,est
1829,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,29,12,0,63.15,0.221236,101,1000,200,,,est
1830,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,30,18,0,64.44,0.219296,101,1000,200,,,est
1831,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,31,14,0,67.76,0.217344,101,1000,200,,,est
1832,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,32,8,0,57.13,0.221112,101,1000,200,,,est
1833,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,33,14,0,64.36,0.218612,101,1000,200,,,est
1834,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,34,10,0,62.58,0.219532,101,1000,200,,,est
1835,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,35,16,0,67.09,0.217916,101,1000,200,,,est
1836,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,36,10,0,66.63,0.219124,101,1000,200,,,est
1837,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,37,12,0,66.95,0.219192,101,1000,200,,,est
1838,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,38,2,0,64.09,0.21886,101,1000,200,,,est
1839,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,39,16,0,65.18,0.219848,101,1000,200,,,est
1840,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,40,0,1,89.95,0.218996,101,1000,200,,,est
1841,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,41,6,0,87.11,0.221456,101,1000,200,,,est
1842,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,42,2,0,88.42,0.218996,101,1000,200,,,est
1843,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,43,2,0,86.55,0.221236,101,1000,200,,,est
1844,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,44,2,0,89.95,0.220732,101,1000,200,,,est
1845,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,45,10,0,85.57,0.22464,101,1000,200,,,est
1846,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,46,6,0,85.58,0.220384,101,1000,200,,,est
1847,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,47,10,0,91.86,0.220544,101,1000,200,,,est
1848,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,48,6,0,88.53999999999999,0.219748,101,1000,200,,,est
1849,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,49,4,0,131.96,0.219776,101,1000,200,,,est
1850,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,0,4,0,87.99,0.220392,101,1000,200,,,est
1851,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,1,6,0,90.3,0.218304,101,1000,200,,,est
1852,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,2,10,0,91.9,0.218888,101,1000,200,,,est
1853,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,3,14,0,88.97,0.222024,101,1000,200,,,est
1854,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,4,2,0,93.41,0.218704,101,1000,200,,,est
1855,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,5,6,0,95.81,0.218836,101,1000,200,,,est
1856,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,6,6,0,66.12,0.221396,101,1000,200,,,est
1857,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,7,14,0,67.12,0.218044,101,1000,200,,,est
1858,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,8,6,0,64.65,0.22016,101,1000,200,,,est
1859,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,9,2,0,66.08,0.2201,101,1000,200,,,est
1860,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,10,6,0,58.01,0.21894,101,1000,200,,,est
1861,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,11,16,0,67.39,0.219268,101,1000,200,,,est
1862,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,12,10,0,63.55,0.218804,101,1000,200,,,est
1863,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,13,20,0,88.65,0.21922,101,1000,200,,,est
1864,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,14,6,0,87.35,0.218468,101,1000,200,,,est
1865,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,15,18,0,89.07,0.21938,101,1000,200,,,est
1866,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,16,14,0,65.52,0.220496,101,1000,200,,,est
1867,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,17,0,1,59.2,0.219348,101,1000,200,,,est
1868,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,18,8,0,67.2,0.218172,101,1000,200,,,est
1869,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,19,18,0,57.1,0.219432,101,1000,200,,,est
1870,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,20,12,0,68.47,0.217824,101,1000,200,,,est
1871,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,21,4,0,59.51,0.220908,101,1000,200,,,est
1872,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,22,8,0,66.11,0.219116,101,1000,200,,,est
1873,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,23,6,0,64.24,0.21918,101,1000,200,,,est
1874,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,24,16,0,66.32,0.219512,101,1000,200,,,est
1875,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,25,10,0,66.19,0.218208,101,1000,200,,,est
1876,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,26,20,0,65.63,0.220196,101,1000,200,,,est
1877,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,27,6,0,65.26,0.21924,101,1000,200,,,est
1878,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,28,16,0,62.72,0.218256,101,1000,200,,,est
1879,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,29,12,0,64.78,0.219336,101,1000,200,,,est
1880,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,30,18,0,57.83,0.221444,101,1000,200,,,est
1881,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,31,14,0,66.6,0.221012,101,1000,200,,,est
1882,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,32,16,0,65.73,0.21838,101,1000,200,,,est
1883,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,33,14,0,65.23,0.221512,101,1000,200,,,est
1884,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,34,18,0,64.14,0.220136,101,1000,200,,,est
1885,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,35,16,0,58.84,0.219664,101,1000,200,,,est
1886,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,36,10,0,66.13,0.218624,101,1000,200,,,est
1887,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,37,12,0,60.34,0.219572,101,1000,200,,,est
1888,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,38,2,0,65.24,0.220048,101,1000,200,,,est
1889,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,39,16,0,66.2,0.221316,101,1000,200,,,est
1890,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,40,4,0,89.78999999999999,0.221424,101,1000,200,,,est
1891,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,41,6,0,87.46000000000001,0.223268,101,1000,200,,,est
1892,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,42,12,0,90.59,0.220012,101,1000,200,,,est
1893,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,43,16,0,87.65,0.219868,101,1000,200,,,est
1894,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,44,18,0,90.2,0.21782,101,1000,200,,,est
1895,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,45,10,0,87.75,0.2204,101,1000,200,,,est
1896,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,46,6,0,86.58,0.222704,101,1000,200,,,est
1897,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,47,4,0,90.41,0.218512,101,1000,200,,,est
1898,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,48,6,0,89.62,0.224324,101,1000,200,,,est
1899,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,49,4,0,130.2,0.218392,101,1000,200,,,est
1900,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,0,4,0,88.72,0.219232,101,1000,200,,,est
1901,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,1,6,0,91.47,0.225384,101,1000,200,,,est
1902,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,2,6,0,91.85,0.219544,101,1000,200,,,est
1903,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,3,6,0,89.42,0.225648,101,1000,200,,,est
1904,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,4,10,0,94.46000000000001,0.218384,101,1000,200,,,est
1905,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,5,6,0,94.71000000000001,0.219364,101,1000,200,,,est
1906,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,6,2,0,65.92,0.218596,101,1000,200,,,est
1907,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,7,14,0,67.01,0.217468,101,1000,200,,,est
1908,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,8,6,0,57.21,0.222708,101,1000,200,,,est
1909,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,9,6,0,65.96,0.219564,101,1000,200,,,est
1910,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,10,6,0,65.22,0.221972,101,1000,200,,,est
1911,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,11,12,0,66.74,0.220208,101,1000,200,,,est
1912,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,12,8,0,66.03,0.219348,101,1000,200,,,est
1913,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,13,18,0,88.31,0.21928,101,1000,200,,,est
1914,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,14,8,0,88.13,0.21914,101,1000,200,,,est
1915,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,15,18,0,89.43,0.218828,101,1000,200,,,est
1916,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,16,10,0,66.22,0.2191,101,1000,200,,,est
1917,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,17,0,1,129.54,0.221772,101,1000,200,,,est
1918,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,18,12,0,67.22,0.2175,101,1000,200,,,est
1919,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,19,18,0,58.77,0.21936,101,1000,200,,,est
1920,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,20,8,0,66.57,0.21972,101,1000,200,,,est
1921,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,21,4,0,65.33,0.21886,101,1000,200,,,est
1922,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,22,10,0,66.74,0.218604,101,1000,200,,,est
1923,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,23,8,0,57.77,0.22076,101,1000,200,,,est
1924,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,24,16,0,66.13,0.219796,101,1000,200,,,est
1925,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,25,10,0,60.85,0.220368,101,1000,200,,,est
1926,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,26,20,0,66.44,0.223624,101,1000,200,,,est
1927,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,27,6,0,58.0,0.220208,101,1000,200,,,est
1928,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,28,8,0,58.23,0.221036,101,1000,200,,,est
1929,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,29,12,0,58.1,0.221836,101,1000,200,,,est
1930,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,30,18,0,64.63,0.22126,101,1000,200,,,est
1931,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,31,20,0,67.48,0.217364,101,1000,200,,,est
1932,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,32,8,0,65.3,0.219504,101,1000,200,,,est
1933,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,33,14,0,59.24,0.220996,101,1000,200,,,est
1934,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,34,10,0,62.68,0.2194,101,1000,200,,,est
1935,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,35,16,0,67.33,0.218348,101,1000,200,,,est
1936,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,36,10,0,67.02,0.219328,101,1000,200,,,est
1937,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,37,16,0,67.42,0.218192,101,1000,200,,,est
1938,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,38,2,0,63.83,0.219448,101,1000,200,,,est
1939,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,39,14,0,65.39,0.219104,101,1000,200,,,est
1940,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,40,12,0,90.72,0.21982,101,1000,200,,,est
1941,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,41,26,0,88.27,0.22144,101,1000,200,,,est
1942,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,42,12,0,88.51,0.218884,101,1000,200,,,est
1943,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,43,2,0,88.74,0.219552,101,1000,200,,,est
1944,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,44,18,0,90.32,0.217472,101,1000,200,,,est
1945,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,45,10,0,88.06,0.221036,101,1000,200,,,est
1946,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,46,10,0,86.27,0.218744,101,1000,200,,,est
1947,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,47,10,0,90.55,0.21754,101,1000,200,,,est
1948,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,48,6,0,89.55,0.218644,101,1000,200,,,est
1949,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,49,4,0,131.21,0.219024,101,1000,200,,,est
1950,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,0,14,0,90.85,0.2201,101,1000,200,,,est
1951,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,1,12,0,89.43,0.220188,101,1000,200,,,est
1952,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,2,6,0,92.03999999999999,0.217952,101,1000,200,,,est
1953,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,3,10,0,88.64,0.218644,101,1000,200,,,est
1954,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,4,2,0,92.36,0.219264,101,1000,200,,,est
1955,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,5,4,0,66.39,0.219728,101,1000,200,,,est
1956,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,6,12,0,67.53,0.219384,101,1000,200,,,est
1957,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,7,14,0,66.46,0.217952,101,1000,200,,,est
1958,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,8,8,0,66.2,0.220232,101,1000,200,,,est
1959,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,9,8,0,65.62,0.218952,101,1000,200,,,est
1960,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,10,10,0,66.34,0.220024,101,1000,200,,,est
1961,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,11,16,0,66.97,0.218428,101,1000,200,,,est
1962,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,12,8,0,64.12,0.222188,101,1000,200,,,est
1963,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,13,18,0,89.18,0.219476,101,1000,200,,,est
1964,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,14,4,0,88.05,0.219096,101,1000,200,,,est
1965,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,15,4,0,90.23,0.219448,101,1000,200,,,est
